Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 20, Tue",DELHI CAPITALS,MUMBAI INDIANS,13th Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Delhi Capitals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/35653/dc-vs-mi-13th-match-indian-premier-league-2021,2021
"Apr 21, Wed",PUNJAB KINGS,SUNRISERS HYDERABAD,14th Match,"MA Chidambaram Stadium, Chennai",,10:00 AM,Sunrisers Hyderabad won by 9 wkts,https://www.cricbuzz.com/cricket-scores/35657/pbks-vs-srh-14th-match-indian-premier-league-2021,2021
"Apr 21, Wed",KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,15th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Chennai Super Kings won by 18 runs,https://www.cricbuzz.com/cricket-scores/35662/kkr-vs-csk-15th-match-indian-premier-league-2021,2021
"Apr 22, Thu",ROYAL CHALLENGERS BENGALURU,RAJASTHAN ROYALS,16th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Royal Challengers Bangalore won by 10 wkts,https://www.cricbuzz.com/cricket-scores/35663/rcb-vs-rr-16th-match-indian-premier-league-2021,2021
"Apr 23, Fri",PUNJAB KINGS,MUMBAI INDIANS,17th Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Punjab Kings won by 9 wkts,https://www.cricbuzz.com/cricket-scores/35668/pbks-vs-mi-17th-match-indian-premier-league-2021,2021
"Apr 24, Sat",RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,18th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Rajasthan Royals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/35673/rr-vs-kkr-18th-match-indian-premier-league-2021,2021
"Apr 25, Sun",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,19th Match,"Wankhede Stadium, Mumbai",,10:00 AM,Chennai Super Kings won by 69 runs,https://www.cricbuzz.com/cricket-scores/35678/csk-vs-rcb-19th-match-indian-premier-league-2021,2021
"Apr 25, Sun",SUNRISERS HYDERABAD,DELHI CAPITALS,20th Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Match tied (Delhi Capitals won the Super Over),https://www.cricbuzz.com/cricket-scores/35683/srh-vs-dc-20th-match-indian-premier-league-2021,2021
"Apr 26, Mon",PUNJAB KINGS,KOLKATA KNIGHT RIDERS,21st Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Kolkata Knight Riders won by 5 wkts,https://www.cricbuzz.com/cricket-scores/35688/pbks-vs-kkr-21st-match-indian-premier-league-2021,2021
"Apr 27, Tue",DELHI CAPITALS,ROYAL CHALLENGERS BENGALURU,22nd Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Royal Challengers Bangalore won by 1 run,https://www.cricbuzz.com/cricket-scores/35693/dc-vs-rcb-22nd-match-indian-premier-league-2021,2021
"Apr 28, Wed",CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,23rd Match,"Arun Jaitley Stadium, Delhi",,02:00 PM,Chennai Super Kings won by 7 wkts,https://www.cricbuzz.com/cricket-scores/35698/csk-vs-srh-23rd-match-indian-premier-league-2021,2021
"Apr 29, Thu",MUMBAI INDIANS,RAJASTHAN ROYALS,24th Match,"Arun Jaitley Stadium, Delhi",,10:00 AM,Mumbai Indians won by 7 wkts,https://www.cricbuzz.com/cricket-scores/35702/mi-vs-rr-24th-match-indian-premier-league-2021,2021
"Apr 29, Thu",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,25th Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Delhi Capitals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/35703/dc-vs-kkr-25th-match-indian-premier-league-2021,2021
"Apr 30, Fri",PUNJAB KINGS,ROYAL CHALLENGERS BENGALURU,26th Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Punjab Kings won by 34 runs,https://www.cricbuzz.com/cricket-scores/35708/pbks-vs-rcb-26th-match-indian-premier-league-2021,2021
"May 01, Sat",MUMBAI INDIANS,CHENNAI SUPER KINGS,27th Match,"Arun Jaitley Stadium, Delhi",,02:00 PM,Mumbai Indians won by 4 wkts,https://www.cricbuzz.com/cricket-scores/35712/mi-vs-csk-27th-match-indian-premier-league-2021,2021
"May 02, Sun",RAJASTHAN ROYALS,SUNRISERS HYDERABAD,28th Match,"Arun Jaitley Stadium, Delhi",,10:00 AM,Rajasthan Royals won by 55 runs,https://www.cricbuzz.com/cricket-scores/35713/rr-vs-srh-28th-match-indian-premier-league-2021,2021
"May 02, Sun",PUNJAB KINGS,DELHI CAPITALS,29th Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Delhi Capitals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/35717/pbks-vs-dc-29th-match-indian-premier-league-2021,2021
"May 03, Mon",KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BENGALURU,30th Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Match rescheduled due to Covid-19 pandemic,https://www.cricbuzz.com/cricket-scores/35718/kkr-vs-rcb-30th-match-indian-premier-league-2021,2021
"May 04, Tue",SUNRISERS HYDERABAD,MUMBAI INDIANS,31st Match,"Arun Jaitley Stadium, Delhi",,02:00 PM,Match postponed due to Covid-19 pandemic,https://www.cricbuzz.com/cricket-scores/35723/srh-vs-mi-31st-match-indian-premier-league-2021,2021
"Sep 19, Sun",CHENNAI SUPER KINGS,MUMBAI INDIANS,30th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Chennai Super Kings won by 20 runs,https://www.cricbuzz.com/cricket-scores/37556/csk-vs-mi-30th-match-indian-premier-league-2021,2021
"Sep 20, Mon",KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BENGALURU,31st Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Kolkata Knight Riders won by 9 wkts,https://www.cricbuzz.com/cricket-scores/37557/kkr-vs-rcb-31st-match-indian-premier-league-2021,2021
"Sep 21, Tue",PUNJAB KINGS,RAJASTHAN ROYALS,32nd Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Rajasthan Royals won by 2 runs,https://www.cricbuzz.com/cricket-scores/37562/pbks-vs-rr-32nd-match-indian-premier-league-2021,2021
"Sep 22, Wed",DELHI CAPITALS,SUNRISERS HYDERABAD,33rd Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Delhi Capitals won by 8 wkts,https://www.cricbuzz.com/cricket-scores/37567/dc-vs-srh-33rd-match-indian-premier-league-2021,2021
"Sep 23, Thu",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,34th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Kolkata Knight Riders won by 7 wkts,https://www.cricbuzz.com/cricket-scores/37572/mi-vs-kkr-34th-match-indian-premier-league-2021,2021
"Sep 24, Fri",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,35th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Chennai Super Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/37577/rcb-vs-csk-35th-match-indian-premier-league-2021,2021
"Sep 25, Sat",DELHI CAPITALS,RAJASTHAN ROYALS,36th Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:00 AM,Delhi Capitals won by 33 runs,https://www.cricbuzz.com/cricket-scores/37581/dc-vs-rr-36th-match-indian-premier-league-2021,2021
"Sep 25, Sat",SUNRISERS HYDERABAD,PUNJAB KINGS,37th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Punjab Kings won by 5 runs,https://www.cricbuzz.com/cricket-scores/37582/srh-vs-pbks-37th-match-indian-premier-league-2021,2021
"Sep 26, Sun",CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,38th Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:00 AM,Chennai Super Kings won by 2 wkts,https://www.cricbuzz.com/cricket-scores/37586/csk-vs-kkr-38th-match-indian-premier-league-2021,2021
"Sep 26, Sun",ROYAL CHALLENGERS BENGALURU,MUMBAI INDIANS,39th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Royal Challengers Bangalore won by 54 runs,https://www.cricbuzz.com/cricket-scores/37591/rcb-vs-mi-39th-match-indian-premier-league-2021,2021
"Sep 27, Mon",SUNRISERS HYDERABAD,RAJASTHAN ROYALS,40th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Sunrisers Hyderabad won by 7 wkts,https://www.cricbuzz.com/cricket-scores/37596/srh-vs-rr-40th-match-indian-premier-league-2021,2021
"Sep 28, Tue",KOLKATA KNIGHT RIDERS,DELHI CAPITALS,41st Match,"Sharjah Cricket Stadium, Sharjah",,10:00 AM,Kolkata Knight Riders won by 3 wkts,https://www.cricbuzz.com/cricket-scores/37601/kkr-vs-dc-41st-match-indian-premier-league-2021,2021
"Sep 28, Tue",MUMBAI INDIANS,PUNJAB KINGS,42nd Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Mumbai Indians won by 6 wkts,https://www.cricbuzz.com/cricket-scores/37606/mi-vs-pbks-42nd-match-indian-premier-league-2021,2021
"Sep 29, Wed",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,43rd Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Royal Challengers Bangalore won by 7 wkts,https://www.cricbuzz.com/cricket-scores/37611/rr-vs-rcb-43rd-match-indian-premier-league-2021,2021
"Sep 30, Thu",SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,44th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Chennai Super Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/37616/srh-vs-csk-44th-match-indian-premier-league-2021,2021
"Oct 01, Fri",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,45th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Punjab Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/37617/kkr-vs-pbks-45th-match-indian-premier-league-2021,2021
"Oct 02, Sat",MUMBAI INDIANS,DELHI CAPITALS,46th Match,"Sharjah Cricket Stadium, Sharjah",,10:00 AM,Delhi Capitals won by 4 wkts,https://www.cricbuzz.com/cricket-scores/37621/mi-vs-dc-46th-match-indian-premier-league-2021,2021
"Oct 02, Sat",RAJASTHAN ROYALS,CHENNAI SUPER KINGS,47th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Rajasthan Royals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/37626/rr-vs-csk-47th-match-indian-premier-league-2021,2021
"Oct 03, Sun",ROYAL CHALLENGERS BENGALURU,PUNJAB KINGS,48th Match,"Sharjah Cricket Stadium, Sharjah",,10:00 AM,Royal Challengers Bangalore won by 6 runs,https://www.cricbuzz.com/cricket-scores/37627/rcb-vs-pbks-48th-match-indian-premier-league-2021,2021
"Oct 03, Sun",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,49th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Kolkata Knight Riders won by 6 wkts,https://www.cricbuzz.com/cricket-scores/37631/kkr-vs-srh-49th-match-indian-premier-league-2021,2021
"Oct 04, Mon",DELHI CAPITALS,CHENNAI SUPER KINGS,50th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Delhi Capitals won by 3 wkts,https://www.cricbuzz.com/cricket-scores/37632/dc-vs-csk-50th-match-indian-premier-league-2021,2021
"Oct 05, Tue",RAJASTHAN ROYALS,MUMBAI INDIANS,51st Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Mumbai Indians won by 8 wkts,https://www.cricbuzz.com/cricket-scores/37637/rr-vs-mi-51st-match-indian-premier-league-2021,2021
"Oct 06, Wed",ROYAL CHALLENGERS BENGALURU,SUNRISERS HYDERABAD,52nd Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Sunrisers Hyderabad won by 4 runs,https://www.cricbuzz.com/cricket-scores/37642/rcb-vs-srh-52nd-match-indian-premier-league-2021,2021
"Oct 07, Thu",CHENNAI SUPER KINGS,PUNJAB KINGS,53rd Match,"Dubai International Cricket Stadium, Dubai",,10:00 AM,Punjab Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/37646/csk-vs-pbks-53rd-match-indian-premier-league-2021,2021
"Oct 07, Thu",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,54th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Kolkata Knight Riders won by 86 runs,https://www.cricbuzz.com/cricket-scores/37651/kkr-vs-rr-54th-match-indian-premier-league-2021,2021
"Oct 08, Fri",SUNRISERS HYDERABAD,MUMBAI INDIANS,55th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Mumbai Indians won by 42 runs,https://www.cricbuzz.com/cricket-scores/37656/srh-vs-mi-55th-match-indian-premier-league-2021,2021
"Oct 08, Fri",ROYAL CHALLENGERS BENGALURU,DELHI CAPITALS,56th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Royal Challengers Bangalore won by 7 wkts,https://www.cricbuzz.com/cricket-scores/37661/rcb-vs-dc-56th-match-indian-premier-league-2021,2021
"Oct 10, Sun",DELHI CAPITALS,CHENNAI SUPER KINGS,Qualifier 1,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Chennai Super Kings won by 4 wkts,https://www.cricbuzz.com/cricket-scores/37666/dc-vs-csk-qualifier-1-indian-premier-league-2021,2021
"Oct 11, Mon",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,Eliminator,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Kolkata Knight Riders won by 4 wkts,https://www.cricbuzz.com/cricket-scores/37671/rcb-vs-kkr-eliminator-indian-premier-league-2021,2021
"Oct 13, Wed",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,Qualifier 2,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Kolkata Knight Riders won by 3 wkts,https://www.cricbuzz.com/cricket-scores/37672/dc-vs-kkr-qualifier-2-indian-premier-league-2021,2021
"Oct 15, Fri",CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,Final,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Chennai Super Kings won by 27 runs,https://www.cricbuzz.com/cricket-scores/37676/csk-vs-kkr-final-indian-premier-league-2021,2021
