Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 16, Wed",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,1st Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:30 PM,Kolkata Knight Riders won by 41 runs,https://www.cricbuzz.com/cricket-scores/13637/mi-vs-kkr-1st-match-indian-premier-league-2014,2014
"Apr 17, Thu",DELHI CAPITALS,ROYAL CHALLENGERS BENGALURU,2nd Match,"Sharjah Cricket Stadium, Sharjah",,02:30 PM,Royal Challengers Bangalore won by 8 wkts,https://www.cricbuzz.com/cricket-scores/13638/dc-vs-rcb-2nd-match-indian-premier-league-2014,2014
"Apr 18, Fri",CHENNAI SUPER KINGS,PUNJAB KINGS,3rd Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:30 AM,Kings XI Punjab won by 6 wkts,https://www.cricbuzz.com/cricket-scores/13639/csk-vs-pbks-3rd-match-indian-premier-league-2014,2014
"Apr 18, Fri",SUNRISERS HYDERABAD,RAJASTHAN ROYALS,4th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:30 PM,Rajasthan Royals won by 4 wkts,https://www.cricbuzz.com/cricket-scores/13640/srh-vs-rr-4th-match-indian-premier-league-2014,2014
"Apr 19, Sat",ROYAL CHALLENGERS BENGALURU,MUMBAI INDIANS,5th Match,"Dubai International Cricket Stadium, Dubai",,10:30 AM,Royal Challengers Bangalore won by 7 wkts,https://www.cricbuzz.com/cricket-scores/13641/rcb-vs-mi-5th-match-indian-premier-league-2014,2014
"Apr 19, Sat",KOLKATA KNIGHT RIDERS,DELHI CAPITALS,6th Match,"Dubai International Cricket Stadium, Dubai",,02:30 PM,Delhi Daredevils won by 4 wkts,https://www.cricbuzz.com/cricket-scores/13642/kkr-vs-dc-6th-match-indian-premier-league-2014,2014
"Apr 20, Sun",RAJASTHAN ROYALS,PUNJAB KINGS,7th Match,"Sharjah Cricket Stadium, Sharjah",,02:30 PM,Kings XI Punjab won by 7 wkts,https://www.cricbuzz.com/cricket-scores/13643/rr-vs-pbks-7th-match-indian-premier-league-2014,2014
"Apr 21, Mon",CHENNAI SUPER KINGS,DELHI CAPITALS,8th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:30 PM,Chennai Super Kings won by 93 runs,https://www.cricbuzz.com/cricket-scores/13644/csk-vs-dc-8th-match-indian-premier-league-2014,2014
"Apr 22, Tue",PUNJAB KINGS,SUNRISERS HYDERABAD,9th Match,"Sharjah Cricket Stadium, Sharjah",,02:30 PM,Kings XI Punjab won by 72 runs,https://www.cricbuzz.com/cricket-scores/13645/pbks-vs-srh-9th-match-indian-premier-league-2014,2014
"Apr 23, Wed",RAJASTHAN ROYALS,CHENNAI SUPER KINGS,10th Match,"Dubai International Cricket Stadium, Dubai",,02:30 PM,Chennai Super Kings won by 7 runs,https://www.cricbuzz.com/cricket-scores/13646/rr-vs-csk-10th-match-indian-premier-league-2014,2014
"Apr 24, Thu",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,11th Match,"Sharjah Cricket Stadium, Sharjah",,02:30 PM,Kolkata Knight Riders won by 2 runs,https://www.cricbuzz.com/cricket-scores/13647/rcb-vs-kkr-11th-match-indian-premier-league-2014,2014
"Apr 25, Fri",SUNRISERS HYDERABAD,DELHI CAPITALS,12th Match,"Dubai International Cricket Stadium, Dubai",,10:30 AM,Sunrisers Hyderabad won by 4 runs,https://www.cricbuzz.com/cricket-scores/13648/srh-vs-dc-12th-match-indian-premier-league-2014,2014
"Apr 25, Fri",CHENNAI SUPER KINGS,MUMBAI INDIANS,13th Match,"Dubai International Cricket Stadium, Dubai",,02:30 PM,Chennai Super Kings won by 7 wkts,https://www.cricbuzz.com/cricket-scores/13649/csk-vs-mi-13th-match-indian-premier-league-2014,2014
"Apr 26, Sat",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,14th Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:30 AM,Rajasthan Royals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/13650/rr-vs-rcb-14th-match-indian-premier-league-2014,2014
"Apr 26, Sat",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,15th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:30 PM,Kings XI Punjab won by 23 runs,https://www.cricbuzz.com/cricket-scores/13651/kkr-vs-pbks-15th-match-indian-premier-league-2014,2014
"Apr 27, Sun",DELHI CAPITALS,MUMBAI INDIANS,16th Match,"Sharjah Cricket Stadium, Sharjah",,10:30 AM,Delhi Daredevils won by 6 wkts,https://www.cricbuzz.com/cricket-scores/13652/dc-vs-mi-16th-match-indian-premier-league-2014,2014
"Apr 27, Sun",SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,17th Match,"Sharjah Cricket Stadium, Sharjah",,02:30 PM,Chennai Super Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/13653/srh-vs-csk-17th-match-indian-premier-league-2014,2014
"Apr 28, Mon",PUNJAB KINGS,ROYAL CHALLENGERS BENGALURU,18th Match,"Dubai International Cricket Stadium, Dubai",,02:30 PM,Kings XI Punjab won by 5 wkts,https://www.cricbuzz.com/cricket-scores/13654/pbks-vs-rcb-18th-match-indian-premier-league-2014,2014
"Apr 29, Tue",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,19th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:30 PM,Match tied (Rajasthan won the one-over eliminator via boundary countback),https://www.cricbuzz.com/cricket-scores/13655/kkr-vs-rr-19th-match-indian-premier-league-2014,2014
"Apr 30, Wed",MUMBAI INDIANS,SUNRISERS HYDERABAD,20th Match,"Dubai International Cricket Stadium, Dubai",,02:30 PM,Sunrisers Hyderabad won by 15 runs,https://www.cricbuzz.com/cricket-scores/13656/mi-vs-srh-20th-match-indian-premier-league-2014,2014
"May 02, Fri",CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,21st Match,"JSCA International Stadium Complex, Ranchi",,02:30 PM,Chennai Super Kings won by 34 runs,https://www.cricbuzz.com/cricket-scores/13678/csk-vs-kkr-21st-match-indian-premier-league-2014,2014
"May 03, Sat",MUMBAI INDIANS,PUNJAB KINGS,22nd Match,"Wankhede Stadium, Mumbai",,10:30 AM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/13679/mi-vs-pbks-22nd-match-indian-premier-league-2014,2014
