Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 14, Thu",DECCAN CHARGERS,ROYAL CHALLENGERS BENGALURU,11th match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Deccan Chargers won by 33 runs,https://www.cricbuzz.com/cricket-scores/9909/dcg-vs-rcb-11th-match-indian-premier-league-2011,2011
"Apr 15, Fri",RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,12th match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Kolkata Knight Riders won by 9 wkts,https://www.cricbuzz.com/cricket-scores/9910/rr-vs-kkr-12th-match-indian-premier-league-2011,2011
"Apr 15, Fri",MUMBAI INDIANS,KOCHI TUSKERS KERALA,13th match,"Wankhede Stadium, Mumbai",,02:30 PM,Kochi Tuskers Kerala won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9911/mi-vs-ktk-13th-match-indian-premier-league-2011,2011
"Apr 16, Sat",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,14th match,"MA Chidambaram Stadium, Chennai",,10:30 AM,Chennai Super Kings won by 21 runs,https://www.cricbuzz.com/cricket-scores/9913/csk-vs-rcb-14th-match-indian-premier-league-2011,2011
"Apr 16, Sat",DECCAN CHARGERS,PUNJAB KINGS,15th match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Kings XI Punjab won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9912/dcg-vs-pbks-15th-match-indian-premier-league-2011,2011
"Apr 17, Sun",PUNE WARRIORS,DELHI CAPITALS,16th match,"Dr DY Patil Sports Academy, Navi Mumbai",,10:30 AM,Delhi Daredevils won by 3 wkts,https://www.cricbuzz.com/cricket-scores/9914/pwi-vs-dc-16th-match-indian-premier-league-2011,2011
"Apr 17, Sun",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,17th match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9915/kkr-vs-rr-17th-match-indian-premier-league-2011,2011
"Apr 18, Mon",KOCHI TUSKERS KERALA,CHENNAI SUPER KINGS,18th match,"Nehru Stadium, Kochi",,02:30 PM,Kochi Tuskers Kerala won by 7 wkts (D/L method),https://www.cricbuzz.com/cricket-scores/9916/ktk-vs-csk-18th-match-indian-premier-league-2011,2011
"Apr 19, Tue",DELHI CAPITALS,DECCAN CHARGERS,19th match,"Arun Jaitley Stadium, Delhi",,10:30 AM,Deccan Chargers won by 16 runs,https://www.cricbuzz.com/cricket-scores/9918/dc-vs-dcg-19th-match-indian-premier-league-2011,2011
"Apr 19, Tue",ROYAL CHALLENGERS BENGALURU,RAJASTHAN ROYALS,20th match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Match abandoned without a ball being bowled,https://www.cricbuzz.com/cricket-scores/9917/rcb-vs-rr-20th-match-indian-premier-league-2011,2011
"Apr 20, Wed",MUMBAI INDIANS,PUNE WARRIORS,21st match,"Wankhede Stadium, Mumbai",,10:30 AM,Mumbai Indians won by 7 wkts,https://www.cricbuzz.com/cricket-scores/9919/mi-vs-pwi-21st-match-indian-premier-league-2011,2011
"Apr 20, Wed",KOLKATA KNIGHT RIDERS,KOCHI TUSKERS KERALA,22nd match,"Eden Gardens, Kolkata",,02:30 PM,Kochi Tuskers Kerala won by 6 runs,https://www.cricbuzz.com/cricket-scores/9920/kkr-vs-ktk-22nd-match-indian-premier-league-2011,2011
"Apr 21, Thu",PUNJAB KINGS,RAJASTHAN ROYALS,23rd match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 48 runs,https://www.cricbuzz.com/cricket-scores/9921/pbks-vs-rr-23rd-match-indian-premier-league-2011,2011
"Apr 22, Fri",KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BENGALURU,24th match,"Eden Gardens, Kolkata",,10:30 AM,Royal Challengers Bangalore won by 9 wkts,https://www.cricbuzz.com/cricket-scores/9922/kkr-vs-rcb-24th-match-indian-premier-league-2011,2011
"Apr 22, Fri",MUMBAI INDIANS,CHENNAI SUPER KINGS,25th match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 8 runs,https://www.cricbuzz.com/cricket-scores/9923/mi-vs-csk-25th-match-indian-premier-league-2011,2011
"Apr 23, Sat",DELHI CAPITALS,PUNJAB KINGS,26th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Delhi Daredevils won by 29 runs,https://www.cricbuzz.com/cricket-scores/9924/dc-vs-pbks-26th-match-indian-premier-league-2011,2011
"Apr 24, Sun",DECCAN CHARGERS,MUMBAI INDIANS,27th match,"Rajiv Gandhi International Stadium, Hyderabad",,10:30 AM,Mumbai Indians won by 37 runs,https://www.cricbuzz.com/cricket-scores/9925/dcg-vs-mi-27th-match-indian-premier-league-2011,2011
"Apr 24, Sun",RAJASTHAN ROYALS,KOCHI TUSKERS KERALA,28th match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9926/rr-vs-ktk-28th-match-indian-premier-league-2011,2011
"Apr 25, Mon",CHENNAI SUPER KINGS,PUNE WARRIORS,29th match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 25 runs,https://www.cricbuzz.com/cricket-scores/9927/csk-vs-pwi-29th-match-indian-premier-league-2011,2011
"Apr 26, Tue",DELHI CAPITALS,ROYAL CHALLENGERS BENGALURU,30th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Royal Challengers Bangalore won by 3 wkts,https://www.cricbuzz.com/cricket-scores/9928/dc-vs-rcb-30th-match-indian-premier-league-2011,2011
"Apr 27, Wed",PUNE WARRIORS,CHENNAI SUPER KINGS,31st match,"Dr DY Patil Sports Academy, Navi Mumbai",,10:30 AM,Chennai Super Kings won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9929/pwi-vs-csk-31st-match-indian-premier-league-2011,2011
"Apr 27, Wed",KOCHI TUSKERS KERALA,DECCAN CHARGERS,32nd match,"Nehru Stadium, Kochi",,02:30 PM,Deccan Chargers won by 55 runs,https://www.cricbuzz.com/cricket-scores/9930/ktk-vs-dcg-32nd-match-indian-premier-league-2011,2011
"Apr 28, Thu",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,33rd match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Kolkata Knight Riders won by 17 runs,https://www.cricbuzz.com/cricket-scores/9931/dc-vs-kkr-33rd-match-indian-premier-league-2011,2011
"Apr 29, Fri",RAJASTHAN ROYALS,MUMBAI INDIANS,34th match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Rajasthan Royals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/9932/rr-vs-mi-34th-match-indian-premier-league-2011,2011
"Apr 29, Fri",ROYAL CHALLENGERS BENGALURU,PUNE WARRIORS,35th match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Royal Challengers Bangalore won by 26 runs,https://www.cricbuzz.com/cricket-scores/9933/rcb-vs-pwi-35th-match-indian-premier-league-2011,2011
"Apr 30, Sat",KOCHI TUSKERS KERALA,DELHI CAPITALS,36th match,"Nehru Stadium, Kochi",,10:30 AM,Delhi Daredevils won by 38 runs,https://www.cricbuzz.com/cricket-scores/9934/ktk-vs-dc-36th-match-indian-premier-league-2011,2011
"Apr 30, Sat",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,37th match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9935/kkr-vs-pbks-37th-match-indian-premier-league-2011,2011
"May 01, Sun",RAJASTHAN ROYALS,PUNE WARRIORS,38th match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Rajasthan Royals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/9936/rr-vs-pwi-38th-match-indian-premier-league-2011,2011
"May 01, Sun",CHENNAI SUPER KINGS,DECCAN CHARGERS,39th match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 19 runs,https://www.cricbuzz.com/cricket-scores/9937/csk-vs-dcg-39th-match-indian-premier-league-2011,2011
"May 02, Mon",MUMBAI INDIANS,PUNJAB KINGS,40th match,"Wankhede Stadium, Mumbai",,10:30 AM,Mumbai Indians won by 23 runs,https://www.cricbuzz.com/cricket-scores/9938/mi-vs-pbks-40th-match-indian-premier-league-2011,2011
"May 02, Mon",DELHI CAPITALS,KOCHI TUSKERS KERALA,41st match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Kochi Tuskers Kerala won by 7 wkts,https://www.cricbuzz.com/cricket-scores/9939/dc-vs-ktk-41st-match-indian-premier-league-2011,2011
"May 03, Tue",DECCAN CHARGERS,KOLKATA KNIGHT RIDERS,42nd match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Kolkata Knight Riders won by 20 runs,https://www.cricbuzz.com/cricket-scores/9940/dcg-vs-kkr-42nd-match-indian-premier-league-2011,2011
"May 04, Wed",CHENNAI SUPER KINGS,RAJASTHAN ROYALS,43rd match,"MA Chidambaram Stadium, Chennai",,10:30 AM,Chennai Super Kings won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9941/csk-vs-rr-43rd-match-indian-premier-league-2011,2011
"May 04, Wed",PUNE WARRIORS,MUMBAI INDIANS,44th match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:30 PM,Mumbai Indians won by 21 runs,https://www.cricbuzz.com/cricket-scores/9942/pwi-vs-mi-44th-match-indian-premier-league-2011,2011
"May 05, Thu",KOCHI TUSKERS KERALA,KOLKATA KNIGHT RIDERS,45th match,"Nehru Stadium, Kochi",,10:30 AM,Kochi Tuskers Kerala won by 17 runs,https://www.cricbuzz.com/cricket-scores/9943/ktk-vs-kkr-45th-match-indian-premier-league-2011,2011
"May 05, Thu",DECCAN CHARGERS,DELHI CAPITALS,46th match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Delhi Daredevils won by 4 wkts,https://www.cricbuzz.com/cricket-scores/9944/dcg-vs-dc-46th-match-indian-premier-league-2011,2011
"May 06, Fri",ROYAL CHALLENGERS BENGALURU,PUNJAB KINGS,47th match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Royal Challengers Bangalore won by 85 runs,https://www.cricbuzz.com/cricket-scores/9945/rcb-vs-pbks-47th-match-indian-premier-league-2011,2011
"May 07, Sat",KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,48th match,"Eden Gardens, Kolkata",,10:30 AM,Kolkata Knight Riders won by 10 runs (D/L method),https://www.cricbuzz.com/cricket-scores/9946/kkr-vs-csk-48th-match-indian-premier-league-2011,2011
"May 07, Sat",MUMBAI INDIANS,DELHI CAPITALS,49th match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 32 runs,https://www.cricbuzz.com/cricket-scores/9947/mi-vs-dc-49th-match-indian-premier-league-2011,2011
"May 08, Sun",ROYAL CHALLENGERS BENGALURU,KOCHI TUSKERS KERALA,50th match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 9 wkts,https://www.cricbuzz.com/cricket-scores/9948/rcb-vs-ktk-50th-match-indian-premier-league-2011,2011
"May 08, Sun",PUNJAB KINGS,PUNE WARRIORS,51st match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Pune Warriors won by 5 wkts,https://www.cricbuzz.com/cricket-scores/9949/pbks-vs-pwi-51st-match-indian-premier-league-2011,2011
"May 09, Mon",RAJASTHAN ROYALS,CHENNAI SUPER KINGS,52nd match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Chennai Super Kings won by 63 runs,https://www.cricbuzz.com/cricket-scores/9950/rr-vs-csk-52nd-match-indian-premier-league-2011,2011
"May 10, Tue",DECCAN CHARGERS,PUNE WARRIORS,53rd match,"Rajiv Gandhi International Stadium, Hyderabad",,10:30 AM,Pune Warriors won by 6 wkts,https://www.cricbuzz.com/cricket-scores/9951/dcg-vs-pwi-53rd-match-indian-premier-league-2011,2011
"May 10, Tue",PUNJAB KINGS,MUMBAI INDIANS,54th match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 76 runs,https://www.cricbuzz.com/cricket-scores/9952/pbks-vs-mi-54th-match-indian-premier-league-2011,2011
"May 11, Wed",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,55th match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Royal Challengers Bangalore won by 9 wkts,https://www.cricbuzz.com/cricket-scores/9953/rr-vs-rcb-55th-match-indian-premier-league-2011,2011
"May 12, Thu",CHENNAI SUPER KINGS,DELHI CAPITALS,56th match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 18 runs,https://www.cricbuzz.com/cricket-scores/9954/csk-vs-dc-56th-match-indian-premier-league-2011,2011
"May 13, Fri",KOCHI TUSKERS KERALA,PUNJAB KINGS,57th match,"Holkar Cricket Stadium, Indore",,02:30 PM,Kings XI Punjab won by 6 wkts,https://www.cricbuzz.com/cricket-scores/9955/ktk-vs-pbks-57th-match-indian-premier-league-2011,2011
"May 14, Sat",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,58th match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 4 wkts (D/L method),https://www.cricbuzz.com/cricket-scores/9956/rcb-vs-kkr-58th-match-indian-premier-league-2011,2011
"May 14, Sat",MUMBAI INDIANS,DECCAN CHARGERS,59th match,"Wankhede Stadium, Mumbai",,02:30 PM,Deccan Chargers won by 10 runs,https://www.cricbuzz.com/cricket-scores/9957/mi-vs-dcg-59th-match-indian-premier-league-2011,2011
"May 15, Sun",PUNJAB KINGS,DELHI CAPITALS,60th match,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,10:30 AM,Kings XI Punjab won by 29 runs,https://www.cricbuzz.com/cricket-scores/9958/pbks-vs-dc-60th-match-indian-premier-league-2011,2011
"May 15, Sun",KOCHI TUSKERS KERALA,RAJASTHAN ROYALS,61st match,"Holkar Cricket Stadium, Indore",,02:30 PM,Kochi Tuskers Kerala won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9959/ktk-vs-rr-61st-match-indian-premier-league-2011,2011
"May 16, Mon",PUNE WARRIORS,DECCAN CHARGERS,62nd match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:30 PM,Deccan Chargers won by 6 wkts,https://www.cricbuzz.com/cricket-scores/9960/pwi-vs-dcg-62nd-match-indian-premier-league-2011,2011
"May 17, Tue",PUNJAB KINGS,ROYAL CHALLENGERS BENGALURU,63rd match,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,02:30 PM,Kings XI Punjab won by 111 runs,https://www.cricbuzz.com/cricket-scores/9961/pbks-vs-rcb-63rd-match-indian-premier-league-2011,2011
"May 18, Wed",CHENNAI SUPER KINGS,KOCHI TUSKERS KERALA,64th match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 11 runs,https://www.cricbuzz.com/cricket-scores/9962/csk-vs-ktk-64th-match-indian-premier-league-2011,2011
"May 19, Thu",PUNE WARRIORS,KOLKATA KNIGHT RIDERS,65th match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:30 PM,Kolkata Knight Riders won by 7 wkts,https://www.cricbuzz.com/cricket-scores/9963/pwi-vs-kkr-65th-match-indian-premier-league-2011,2011
"May 20, Fri",MUMBAI INDIANS,RAJASTHAN ROYALS,66th match,"Wankhede Stadium, Mumbai",,02:30 PM,Rajasthan Royals won by 10 wkts,https://www.cricbuzz.com/cricket-scores/9964/mi-vs-rr-66th-match-indian-premier-league-2011,2011
"May 21, Sat",PUNJAB KINGS,DECCAN CHARGERS,67th match,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,10:30 AM,Deccan Chargers won by 82 runs,https://www.cricbuzz.com/cricket-scores/9965/pbks-vs-dcg-67th-match-indian-premier-league-2011,2011
"May 21, Sat",DELHI CAPITALS,PUNE WARRIORS,68th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Match abandoned,https://www.cricbuzz.com/cricket-scores/9966/dc-vs-pwi-68th-match-indian-premier-league-2011,2011
"May 22, Sun",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,69th match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 8 wkts,https://www.cricbuzz.com/cricket-scores/9967/rcb-vs-csk-69th-match-indian-premier-league-2011,2011
"May 22, Sun",KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,70th match,"Eden Gardens, Kolkata",,02:30 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/9968/kkr-vs-mi-70th-match-indian-premier-league-2011,2011
"May 24, Tue",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,Qualifier 1 (1st v 2nd),"Wankhede Stadium, Mumbai",,02:30 PM,Chennai Super Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/9969/rcb-vs-csk-qualifier-1-1st-v-2nd-indian-premier-league-2011,2011
"May 25, Wed",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,Eliminator (3rd v 4th),"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 4 wkts,https://www.cricbuzz.com/cricket-scores/9970/mi-vs-kkr-eliminator-3rd-v-4th-indian-premier-league-2011,2011
"May 27, Fri",MUMBAI INDIANS,ROYAL CHALLENGERS BENGALURU,Qualifier 2 (Winner of Eliminator v Loser of Qualifier 1),"MA Chidambaram Stadium, Chennai",,02:30 PM,Royal Challengers Bangalore won by 43 runs,https://www.cricbuzz.com/cricket-scores/9971/mi-vs-rcb-qualifier-2-winner-of-eliminator-v-loser-of-qualifier-1-indian-premier-league-2011,2011
"May 28, Sat",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,Final,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 58 runs,https://www.cricbuzz.com/cricket-scores/9972/csk-vs-rcb-final-indian-premier-league-2011,2011
