Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 23, Mon",DELHI CAPITALS,PUNJAB KINGS,22nd Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Kings XI Punjab won by 4 runs,https://www.cricbuzz.com/cricket-scores/20082/dc-vs-pbks-22nd-match-indian-premier-league-2018,2018
"Apr 24, Tue",MUMBAI INDIANS,SUNRISERS HYDERABAD,23rd Match,"Wankhede Stadium, Mumbai",,02:30 PM,Sunrisers Hyderabad won by 31 runs,https://www.cricbuzz.com/cricket-scores/20083/mi-vs-srh-23rd-match-indian-premier-league-2018,2018
"Apr 25, Wed",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,24th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Chennai Super Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/20084/rcb-vs-csk-24th-match-indian-premier-league-2018,2018
"Apr 26, Thu",SUNRISERS HYDERABAD,PUNJAB KINGS,25th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 13 runs,https://www.cricbuzz.com/cricket-scores/20085/srh-vs-pbks-25th-match-indian-premier-league-2018,2018
"Apr 27, Fri",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,26th Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Delhi Daredevils won by 55 runs,https://www.cricbuzz.com/cricket-scores/20086/dc-vs-kkr-26th-match-indian-premier-league-2018,2018
"Apr 28, Sat",CHENNAI SUPER KINGS,MUMBAI INDIANS,27th Match,"Maharashtra Cricket Association Stadium, Pune",,02:30 PM,Mumbai Indians won by 8 wkts,https://www.cricbuzz.com/cricket-scores/20087/csk-vs-mi-27th-match-indian-premier-league-2018,2018
"Apr 29, Sun",RAJASTHAN ROYALS,SUNRISERS HYDERABAD,28th Match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Sunrisers Hyderabad won by 11 runs,https://www.cricbuzz.com/cricket-scores/20088/rr-vs-srh-28th-match-indian-premier-league-2018,2018
"Apr 29, Sun",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,29th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Kolkata Knight Riders won by 6 wkts,https://www.cricbuzz.com/cricket-scores/20089/rcb-vs-kkr-29th-match-indian-premier-league-2018,2018
"Apr 30, Mon",CHENNAI SUPER KINGS,DELHI CAPITALS,30th Match,"Maharashtra Cricket Association Stadium, Pune",,02:30 PM,Chennai Super Kings won by 13 runs,https://www.cricbuzz.com/cricket-scores/20090/csk-vs-dc-30th-match-indian-premier-league-2018,2018
"May 01, Tue",ROYAL CHALLENGERS BENGALURU,MUMBAI INDIANS,31st Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Royal Challengers Bangalore won by 14 runs,https://www.cricbuzz.com/cricket-scores/20091/rcb-vs-mi-31st-match-indian-premier-league-2018,2018
"May 02, Wed",DELHI CAPITALS,RAJASTHAN ROYALS,32nd Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Delhi Daredevils won by 4 runs (DLS method),https://www.cricbuzz.com/cricket-scores/20092/dc-vs-rr-32nd-match-indian-premier-league-2018,2018
"May 03, Thu",KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,33rd Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 6 wkts,https://www.cricbuzz.com/cricket-scores/20093/kkr-vs-csk-33rd-match-indian-premier-league-2018,2018
"May 04, Fri",PUNJAB KINGS,MUMBAI INDIANS,34th Match,"Holkar Cricket Stadium, Indore",,02:30 PM,Mumbai Indians won by 6 wkts,https://www.cricbuzz.com/cricket-scores/20094/pbks-vs-mi-34th-match-indian-premier-league-2018,2018
"May 05, Sat",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,35th Match,"Maharashtra Cricket Association Stadium, Pune",,10:30 AM,Chennai Super Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/20095/csk-vs-rcb-35th-match-indian-premier-league-2018,2018
"May 05, Sat",SUNRISERS HYDERABAD,DELHI CAPITALS,36th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 7 wkts,https://www.cricbuzz.com/cricket-scores/20096/srh-vs-dc-36th-match-indian-premier-league-2018,2018
"May 06, Sun",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,37th Match,"Wankhede Stadium, Mumbai",,10:30 AM,Mumbai Indians won by 13 runs,https://www.cricbuzz.com/cricket-scores/20097/mi-vs-kkr-37th-match-indian-premier-league-2018,2018
"May 06, Sun",PUNJAB KINGS,RAJASTHAN ROYALS,38th Match,"Holkar Cricket Stadium, Indore",,02:30 PM,Kings XI Punjab won by 6 wkts,https://www.cricbuzz.com/cricket-scores/20098/pbks-vs-rr-38th-match-indian-premier-league-2018,2018
"May 07, Mon",SUNRISERS HYDERABAD,ROYAL CHALLENGERS BENGALURU,39th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 5 runs,https://www.cricbuzz.com/cricket-scores/20099/srh-vs-rcb-39th-match-indian-premier-league-2018,2018
"May 08, Tue",RAJASTHAN ROYALS,PUNJAB KINGS,40th Match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 15 runs,https://www.cricbuzz.com/cricket-scores/20100/rr-vs-pbks-40th-match-indian-premier-league-2018,2018
"May 09, Wed",KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,41st Match,"Eden Gardens, Kolkata",,02:30 PM,Mumbai Indians won by 102 runs,https://www.cricbuzz.com/cricket-scores/20101/kkr-vs-mi-41st-match-indian-premier-league-2018,2018
"May 10, Thu",DELHI CAPITALS,SUNRISERS HYDERABAD,42nd Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Sunrisers Hyderabad won by 9 wkts,https://www.cricbuzz.com/cricket-scores/20102/dc-vs-srh-42nd-match-indian-premier-league-2018,2018
"May 11, Fri",RAJASTHAN ROYALS,CHENNAI SUPER KINGS,43rd Match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 4 wkts,https://www.cricbuzz.com/cricket-scores/20103/rr-vs-csk-43rd-match-indian-premier-league-2018,2018
"May 12, Sat",PUNJAB KINGS,KOLKATA KNIGHT RIDERS,44th Match,"Holkar Cricket Stadium, Indore",,10:30 AM,Kolkata Knight Riders won by 31 runs,https://www.cricbuzz.com/cricket-scores/20104/pbks-vs-kkr-44th-match-indian-premier-league-2018,2018
"May 12, Sat",DELHI CAPITALS,ROYAL CHALLENGERS BENGALURU,45th Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Royal Challengers Bangalore won by 5 wkts,https://www.cricbuzz.com/cricket-scores/20105/dc-vs-rcb-45th-match-indian-premier-league-2018,2018
"May 13, Sun",CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,46th Match,"Maharashtra Cricket Association Stadium, Pune",,10:30 AM,Chennai Super Kings won by 8 wkts,https://www.cricbuzz.com/cricket-scores/20106/csk-vs-srh-46th-match-indian-premier-league-2018,2018
"May 13, Sun",MUMBAI INDIANS,RAJASTHAN ROYALS,47th Match,"Wankhede Stadium, Mumbai",,02:30 PM,Rajasthan Royals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/20107/mi-vs-rr-47th-match-indian-premier-league-2018,2018
"May 14, Mon",PUNJAB KINGS,ROYAL CHALLENGERS BENGALURU,48th Match,"Holkar Cricket Stadium, Indore",,02:30 PM,Royal Challengers Bangalore won by 10 wkts,https://www.cricbuzz.com/cricket-scores/20108/pbks-vs-rcb-48th-match-indian-premier-league-2018,2018
"May 15, Tue",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,49th Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 6 wkts,https://www.cricbuzz.com/cricket-scores/20109/kkr-vs-rr-49th-match-indian-premier-league-2018,2018
"May 16, Wed",MUMBAI INDIANS,PUNJAB KINGS,50th Match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 3 runs,https://www.cricbuzz.com/cricket-scores/20110/mi-vs-pbks-50th-match-indian-premier-league-2018,2018
"May 17, Thu",ROYAL CHALLENGERS BENGALURU,SUNRISERS HYDERABAD,51st Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Royal Challengers Bangalore won by 14 runs,https://www.cricbuzz.com/cricket-scores/20111/rcb-vs-srh-51st-match-indian-premier-league-2018,2018
"May 18, Fri",DELHI CAPITALS,CHENNAI SUPER KINGS,52nd Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Delhi Daredevils won by 34 runs,https://www.cricbuzz.com/cricket-scores/20112/dc-vs-csk-52nd-match-indian-premier-league-2018,2018
"May 19, Sat",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,53rd Match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Rajasthan Royals won by 30 runs,https://www.cricbuzz.com/cricket-scores/20113/rr-vs-rcb-53rd-match-indian-premier-league-2018,2018
"May 19, Sat",SUNRISERS HYDERABAD,KOLKATA KNIGHT RIDERS,54th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Kolkata Knight Riders won by 5 wkts,https://www.cricbuzz.com/cricket-scores/20114/srh-vs-kkr-54th-match-indian-premier-league-2018,2018
"May 20, Sun",DELHI CAPITALS,MUMBAI INDIANS,55th Match,"Arun Jaitley Stadium, Delhi",,10:30 AM,Delhi Daredevils won by 11 runs,https://www.cricbuzz.com/cricket-scores/20115/dc-vs-mi-55th-match-indian-premier-league-2018,2018
"May 20, Sun",CHENNAI SUPER KINGS,PUNJAB KINGS,56th Match,"Maharashtra Cricket Association Stadium, Pune",,02:30 PM,Chennai Super Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/20116/csk-vs-pbks-56th-match-indian-premier-league-2018,2018
"May 22, Tue",SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,Qualifier 1,"Wankhede Stadium, Mumbai",,01:30 PM,Chennai Super Kings won by 2 wkts,https://www.cricbuzz.com/cricket-scores/20117/srh-vs-csk-qualifier-1-indian-premier-league-2018,2018
"May 23, Wed",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,Eliminator,"Eden Gardens, Kolkata",,01:30 PM,Kolkata Knight Riders won by 25 runs,https://www.cricbuzz.com/cricket-scores/20118/kkr-vs-rr-eliminator-indian-premier-league-2018,2018
"May 25, Fri",SUNRISERS HYDERABAD,KOLKATA KNIGHT RIDERS,Qualifier 2,"Eden Gardens, Kolkata",,01:30 PM,Sunrisers Hyderabad won by 14 runs,https://www.cricbuzz.com/cricket-scores/20119/srh-vs-kkr-qualifier-2-indian-premier-league-2018,2018
"May 27, Sun",CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,Final,"Wankhede Stadium, Mumbai",,01:30 PM,Chennai Super Kings won by 8 wkts,https://www.cricbuzz.com/cricket-scores/20120/csk-vs-srh-final-indian-premier-league-2018,2018
