Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 28, Mon",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,15th match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Chennai Super Kings won by 13 runs,https://www.cricbuzz.com/cricket-scores/10544/rcb-vs-csk-15th-match-indian-premier-league-2008,2008
"Apr 29, Tue",KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,16th match,"Eden Gardens, Kolkata",,02:30 PM,Mumbai Indians won by 7 wickets (with 8 balls remaining),https://www.cricbuzz.com/cricket-scores/10542/kkr-vs-mi-16th-match-indian-premier-league-2008,2008
"Apr 30, Wed",DELHI CAPITALS,ROYAL CHALLENGERS BENGALURU,17th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Delhi Daredevils won by 10 runs,https://www.cricbuzz.com/cricket-scores/10541/dc-vs-rcb-17th-match-indian-premier-league-2008,2008
"May 01, Thu",RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,18th match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Rajasthan Royals won by 45 runs,https://www.cricbuzz.com/cricket-scores/10540/rr-vs-kkr-18th-match-indian-premier-league-2008,2008
"May 01, Thu",DECCAN CHARGERS,PUNJAB KINGS,19th match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Kings XI Punjab won by 7 wickets (with 7 balls remaining),https://www.cricbuzz.com/cricket-scores/10539/dcg-vs-pbks-19th-match-indian-premier-league-2008,2008
"May 02, Fri",CHENNAI SUPER KINGS,DELHI CAPITALS,20th match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Delhi Daredevils won by 8 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10538/csk-vs-dc-20th-match-indian-premier-league-2008,2008
"May 03, Sat",ROYAL CHALLENGERS BENGALURU,DECCAN CHARGERS,21st match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 3 runs,https://www.cricbuzz.com/cricket-scores/10537/rcb-vs-dcg-21st-match-indian-premier-league-2008,2008
"May 03, Sat",PUNJAB KINGS,KOLKATA KNIGHT RIDERS,22nd match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 9 runs,https://www.cricbuzz.com/cricket-scores/10535/pbks-vs-kkr-22nd-match-indian-premier-league-2008,2008
"May 04, Sun",MUMBAI INDIANS,DELHI CAPITALS,23rd match,"Dr DY Patil Sports Academy, Navi Mumbai",,10:30 AM,Mumbai Indians won by 29 runs,https://www.cricbuzz.com/cricket-scores/10536/mi-vs-dc-23rd-match-indian-premier-league-2008,2008
"May 04, Sun",RAJASTHAN ROYALS,CHENNAI SUPER KINGS,24th match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 8 wickets (with 34 balls remaining),https://www.cricbuzz.com/cricket-scores/10534/rr-vs-csk-24th-match-indian-premier-league-2008,2008
"May 05, Mon",ROYAL CHALLENGERS BENGALURU,PUNJAB KINGS,25th match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Kings XI Punjab won by 6 wickets (with 10 balls remaining),https://www.cricbuzz.com/cricket-scores/10532/rcb-vs-pbks-25th-match-indian-premier-league-2008,2008
"May 06, Tue",CHENNAI SUPER KINGS,DECCAN CHARGERS,26th match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Deccan Chargers won by 7 wickets (with 12 balls remaining),https://www.cricbuzz.com/cricket-scores/10533/csk-vs-dcg-26th-match-indian-premier-league-2008,2008
"May 07, Wed",MUMBAI INDIANS,RAJASTHAN ROYALS,27th match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:30 PM,Mumbai Indians won by 7 wickets (with 29 balls remaining),https://www.cricbuzz.com/cricket-scores/10530/mi-vs-rr-27th-match-indian-premier-league-2008,2008
"May 08, Thu",DELHI CAPITALS,CHENNAI SUPER KINGS,28th match,"Arun Jaitley Stadium, Delhi",,10:30 AM,Chennai Super Kings won by 4 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10531/dc-vs-csk-28th-match-indian-premier-league-2008,2008
"May 08, Thu",KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BENGALURU,29th match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 5 runs,https://www.cricbuzz.com/cricket-scores/10529/kkr-vs-rcb-29th-match-indian-premier-league-2008,2008
"May 09, Fri",RAJASTHAN ROYALS,DECCAN CHARGERS,30th match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 8 wickets (with 24 balls remaining),https://www.cricbuzz.com/cricket-scores/10527/rr-vs-dcg-30th-match-indian-premier-league-2008,2008
"May 10, Sat",CHENNAI SUPER KINGS,PUNJAB KINGS,31st match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 18 runs,https://www.cricbuzz.com/cricket-scores/10528/csk-vs-pbks-31st-match-indian-premier-league-2008,2008
"May 11, Sun",DECCAN CHARGERS,KOLKATA KNIGHT RIDERS,32nd match,"Rajiv Gandhi International Stadium, Hyderabad",,10:30 AM,Kolkata Knight Riders won by 23 runs,https://www.cricbuzz.com/cricket-scores/10526/dcg-vs-kkr-32nd-match-indian-premier-league-2008,2008
"May 11, Sun",RAJASTHAN ROYALS,DELHI CAPITALS,33rd match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 3 wickets (with 5 balls remaining),https://www.cricbuzz.com/cricket-scores/10524/rr-vs-dc-33rd-match-indian-premier-league-2008,2008
"May 12, Mon",PUNJAB KINGS,ROYAL CHALLENGERS BENGALURU,34th match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 9 wickets (with 26 balls remaining),https://www.cricbuzz.com/cricket-scores/10525/pbks-vs-rcb-34th-match-indian-premier-league-2008,2008
"May 13, Tue",KOLKATA KNIGHT RIDERS,DELHI CAPITALS,35th match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 23 runs,https://www.cricbuzz.com/cricket-scores/10523/kkr-vs-dc-35th-match-indian-premier-league-2008,2008
"May 14, Wed",MUMBAI INDIANS,CHENNAI SUPER KINGS,36th match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 9 wickets (with 37 balls remaining),https://www.cricbuzz.com/cricket-scores/10522/mi-vs-csk-36th-match-indian-premier-league-2008,2008
"May 15, Thu",DELHI CAPITALS,DECCAN CHARGERS,37th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Delhi Daredevils won by 12 runs,https://www.cricbuzz.com/cricket-scores/10521/dc-vs-dcg-37th-match-indian-premier-league-2008,2008
"May 16, Fri",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,38th match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 8 wickets (with 87 balls remaining),https://www.cricbuzz.com/cricket-scores/10520/mi-vs-kkr-38th-match-indian-premier-league-2008,2008
"May 17, Sat",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,39th match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Rajasthan Royals won by 65 runs,https://www.cricbuzz.com/cricket-scores/10518/rr-vs-rcb-39th-match-indian-premier-league-2008,2008
"May 17, Sat",DELHI CAPITALS,PUNJAB KINGS,40th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Kings XI Punjab won by 6 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10519/dc-vs-pbks-40th-match-indian-premier-league-2008,2008
"May 18, Sun",KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,41st match,"Eden Gardens, Kolkata",,10:30 AM,Chennai Super Kings won by 3 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10517/kkr-vs-csk-41st-match-indian-premier-league-2008,2008
"May 18, Sun",DECCAN CHARGERS,MUMBAI INDIANS,42nd match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Mumbai Indians won by 25 runs,https://www.cricbuzz.com/cricket-scores/10515/dcg-vs-mi-42nd-match-indian-premier-league-2008,2008
"May 19, Mon",ROYAL CHALLENGERS BENGALURU,DELHI CAPITALS,43rd match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Delhi Daredevils won by 5 wickets (with 10 balls remaining),https://www.cricbuzz.com/cricket-scores/10516/rcb-vs-dc-43rd-match-indian-premier-league-2008,2008
"May 20, Tue",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,44th match,"Eden Gardens, Kolkata",,02:30 PM,Rajasthan Royals won by 6 wickets (with 21 balls remaining),https://www.cricbuzz.com/cricket-scores/10514/kkr-vs-rr-44th-match-indian-premier-league-2008,2008
"May 21, Wed",MUMBAI INDIANS,PUNJAB KINGS,45th match,"Wankhede Stadium, Mumbai",,10:30 AM,Kings XI Punjab won by 1 run,https://www.cricbuzz.com/cricket-scores/10512/mi-vs-pbks-45th-match-indian-premier-league-2008,2008
"May 21, Wed",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,46th match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Royal Challengers Bangalore won by 14 runs,https://www.cricbuzz.com/cricket-scores/10513/csk-vs-rcb-46th-match-indian-premier-league-2008,2008
"May 22, Thu",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,47th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Match abandoned without a ball bowled,https://www.cricbuzz.com/cricket-scores/10511/dc-vs-kkr-47th-match-indian-premier-league-2008,2008
"May 23, Fri",PUNJAB KINGS,DECCAN CHARGERS,48th match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 6 wickets (with 3 balls remaining),https://www.cricbuzz.com/cricket-scores/10510/pbks-vs-dcg-48th-match-indian-premier-league-2008,2008
"May 24, Sat",CHENNAI SUPER KINGS,RAJASTHAN ROYALS,49th match,"MA Chidambaram Stadium, Chennai",,10:30 AM,Rajasthan Royals won by 10 runs,https://www.cricbuzz.com/cricket-scores/10509/csk-vs-rr-49th-match-indian-premier-league-2008,2008
"May 24, Sat",DELHI CAPITALS,MUMBAI INDIANS,50th match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Delhi Daredevils won by 5 wickets (with 1 ball remaining),https://www.cricbuzz.com/cricket-scores/10508/dc-vs-mi-50th-match-indian-premier-league-2008,2008
"May 25, Sun",DECCAN CHARGERS,ROYAL CHALLENGERS BENGALURU,51st match,"Rajiv Gandhi International Stadium, Hyderabad",,10:30 AM,Royal Challengers Bangalore won by 5 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10507/dcg-vs-rcb-51st-match-indian-premier-league-2008,2008
"May 25, Sun",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,52nd match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 3 wickets (with 2 balls remaining),https://www.cricbuzz.com/cricket-scores/10506/kkr-vs-pbks-52nd-match-indian-premier-league-2008,2008
"May 26, Mon",RAJASTHAN ROYALS,MUMBAI INDIANS,53rd match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 5 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10505/rr-vs-mi-53rd-match-indian-premier-league-2008,2008
"May 27, Tue",DECCAN CHARGERS,CHENNAI SUPER KINGS,54th match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Chennai Super Kings won by 7 wickets (with 4 balls remaining),https://www.cricbuzz.com/cricket-scores/10504/dcg-vs-csk-54th-match-indian-premier-league-2008,2008
"May 28, Wed",ROYAL CHALLENGERS BENGALURU,MUMBAI INDIANS,55th match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Mumbai Indians won by 9 wickets (with 12 balls remaining),https://www.cricbuzz.com/cricket-scores/10503/rcb-vs-mi-55th-match-indian-premier-league-2008,2008
"May 28, Wed",PUNJAB KINGS,RAJASTHAN ROYALS,56th match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 41 runs,https://www.cricbuzz.com/cricket-scores/10502/pbks-vs-rr-56th-match-indian-premier-league-2008,2008
"May 30, Fri",DELHI CAPITALS,RAJASTHAN ROYALS,1st Semi-Final,"Wankhede Stadium, Mumbai",,02:30 PM,Rajasthan Royals won by 105 runs,https://www.cricbuzz.com/cricket-scores/10500/dc-vs-rr-1st-semi-final-indian-premier-league-2008,2008
"May 31, Sat",CHENNAI SUPER KINGS,PUNJAB KINGS,2nd Semi-Final,"Wankhede Stadium, Mumbai",,02:30 PM,Chennai Super Kings won by 9 wickets (with 31 balls remaining),https://www.cricbuzz.com/cricket-scores/10501/csk-vs-pbks-2nd-semi-final-indian-premier-league-2008,2008
"Jun 01, Sun",CHENNAI SUPER KINGS,RAJASTHAN ROYALS,Final,"Dr DY Patil Sports Academy, Navi Mumbai",,02:45 PM,Rajasthan Royals won by 3 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10558/csk-vs-rr-final-indian-premier-league-2008,2008
