Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 30, Sat",GUJARAT TITANS,ROYAL CHALLENGERS BENGALURU,43rd Match,"Brabourne Stadium, Mumbai",,10:00 AM,Gujarat Titans won by 6 wkts,https://www.cricbuzz.com/cricket-scores/46096/gt-vs-rcb-43rd-match-indian-premier-league-2022,2022
"Apr 30, Sat",RAJASTHAN ROYALS,MUMBAI INDIANS,44th Match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:00 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/46101/rr-vs-mi-44th-match-indian-premier-league-2022,2022
"May 01, Sun",DELHI CAPITALS,LUCKNOW SUPER GIANTS,45th Match,"Wankhede Stadium, Mumbai",,10:00 AM,Lucknow Super Giants won by 6 runs,https://www.cricbuzz.com/cricket-scores/46106/dc-vs-lsg-45th-match-indian-premier-league-2022,2022
"May 01, Sun",SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,46th Match,"Maharashtra Cricket Association Stadium, Pune",,02:00 PM,Chennai Super Kings won by 13 runs,https://www.cricbuzz.com/cricket-scores/46111/srh-vs-csk-46th-match-indian-premier-league-2022,2022
"May 02, Mon",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,47th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Kolkata Knight Riders won by 7 wkts,https://www.cricbuzz.com/cricket-scores/46116/kkr-vs-rr-47th-match-indian-premier-league-2022,2022
"May 03, Tue",GUJARAT TITANS,PUNJAB KINGS,48th Match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:00 PM,Punjab Kings won by 8 wkts,https://www.cricbuzz.com/cricket-scores/46121/gt-vs-pbks-48th-match-indian-premier-league-2022,2022
"May 04, Wed",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,49th Match,"Maharashtra Cricket Association Stadium, Pune",,02:00 PM,Royal Challengers Bangalore won by 13 runs,https://www.cricbuzz.com/cricket-scores/46126/rcb-vs-csk-49th-match-indian-premier-league-2022,2022
"May 05, Thu",DELHI CAPITALS,SUNRISERS HYDERABAD,50th Match,"Brabourne Stadium, Mumbai",,02:00 PM,Delhi Capitals won by 21 runs,https://www.cricbuzz.com/cricket-scores/46131/dc-vs-srh-50th-match-indian-premier-league-2022,2022
"May 06, Fri",GUJARAT TITANS,MUMBAI INDIANS,51st Match,"Brabourne Stadium, Mumbai",,02:00 PM,Mumbai Indians won by 5 runs,https://www.cricbuzz.com/cricket-scores/46136/gt-vs-mi-51st-match-indian-premier-league-2022,2022
"May 07, Sat",PUNJAB KINGS,RAJASTHAN ROYALS,52nd Match,"Wankhede Stadium, Mumbai",,10:00 AM,Rajasthan Royals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/46141/pbks-vs-rr-52nd-match-indian-premier-league-2022,2022
"May 07, Sat",LUCKNOW SUPER GIANTS,KOLKATA KNIGHT RIDERS,53rd Match,"Maharashtra Cricket Association Stadium, Pune",,02:00 PM,Lucknow Super Giants won by 75 runs,https://www.cricbuzz.com/cricket-scores/46146/lsg-vs-kkr-53rd-match-indian-premier-league-2022,2022
"May 08, Sun",SUNRISERS HYDERABAD,ROYAL CHALLENGERS BENGALURU,54th Match,"Wankhede Stadium, Mumbai",,10:00 AM,Royal Challengers Bangalore won by 67 runs,https://www.cricbuzz.com/cricket-scores/46151/srh-vs-rcb-54th-match-indian-premier-league-2022,2022
"May 08, Sun",CHENNAI SUPER KINGS,DELHI CAPITALS,55th Match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:00 PM,Chennai Super Kings won by 91 runs,https://www.cricbuzz.com/cricket-scores/46156/csk-vs-dc-55th-match-indian-premier-league-2022,2022
"May 09, Mon",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,56th Match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:00 PM,Kolkata Knight Riders won by 52 runs,https://www.cricbuzz.com/cricket-scores/46161/mi-vs-kkr-56th-match-indian-premier-league-2022,2022
"May 10, Tue",LUCKNOW SUPER GIANTS,GUJARAT TITANS,57th Match,"Maharashtra Cricket Association Stadium, Pune",,02:00 PM,Gujarat Titans won by 62 runs,https://www.cricbuzz.com/cricket-scores/46166/lsg-vs-gt-57th-match-indian-premier-league-2022,2022
"May 11, Wed",RAJASTHAN ROYALS,DELHI CAPITALS,58th Match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:00 PM,Delhi Capitals won by 8 wkts,https://www.cricbuzz.com/cricket-scores/46171/rr-vs-dc-58th-match-indian-premier-league-2022,2022
"May 12, Thu",CHENNAI SUPER KINGS,MUMBAI INDIANS,59th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/46176/csk-vs-mi-59th-match-indian-premier-league-2022,2022
"May 13, Fri",ROYAL CHALLENGERS BENGALURU,PUNJAB KINGS,60th Match,"Brabourne Stadium, Mumbai",,02:00 PM,Punjab Kings won by 54 runs,https://www.cricbuzz.com/cricket-scores/46181/rcb-vs-pbks-60th-match-indian-premier-league-2022,2022
"May 14, Sat",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,61st Match,"Maharashtra Cricket Association Stadium, Pune",,02:00 PM,Kolkata Knight Riders won by 54 runs,https://www.cricbuzz.com/cricket-scores/46186/kkr-vs-srh-61st-match-indian-premier-league-2022,2022
"May 15, Sun",CHENNAI SUPER KINGS,GUJARAT TITANS,62nd Match,"Wankhede Stadium, Mumbai",,10:00 AM,Gujarat Titans won by 7 wkts,https://www.cricbuzz.com/cricket-scores/46191/csk-vs-gt-62nd-match-indian-premier-league-2022,2022
"May 15, Sun",LUCKNOW SUPER GIANTS,RAJASTHAN ROYALS,63rd Match,"Brabourne Stadium, Mumbai",,02:00 PM,Rajasthan Royals won by 24 runs,https://www.cricbuzz.com/cricket-scores/46196/lsg-vs-rr-63rd-match-indian-premier-league-2022,2022
"May 16, Mon",PUNJAB KINGS,DELHI CAPITALS,64th Match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:00 PM,Delhi Capitals won by 17 runs,https://www.cricbuzz.com/cricket-scores/46201/pbks-vs-dc-64th-match-indian-premier-league-2022,2022
"May 17, Tue",MUMBAI INDIANS,SUNRISERS HYDERABAD,65th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Sunrisers Hyderabad won by 3 runs,https://www.cricbuzz.com/cricket-scores/46206/mi-vs-srh-65th-match-indian-premier-league-2022,2022
"May 18, Wed",KOLKATA KNIGHT RIDERS,LUCKNOW SUPER GIANTS,66th Match,"Dr DY Patil Sports Academy, Navi Mumbai",,02:00 PM,Lucknow Super Giants won by 2 runs,https://www.cricbuzz.com/cricket-scores/46211/kkr-vs-lsg-66th-match-indian-premier-league-2022,2022
"May 19, Thu",ROYAL CHALLENGERS BENGALURU,GUJARAT TITANS,67th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Royal Challengers Bangalore won by 8 wkts,https://www.cricbuzz.com/cricket-scores/46216/rcb-vs-gt-67th-match-indian-premier-league-2022,2022
"May 20, Fri",RAJASTHAN ROYALS,CHENNAI SUPER KINGS,68th Match,"Brabourne Stadium, Mumbai",,02:00 PM,Rajasthan Royals won by 5 wkts,https://www.cricbuzz.com/cricket-scores/46221/rr-vs-csk-68th-match-indian-premier-league-2022,2022
"May 21, Sat",MUMBAI INDIANS,DELHI CAPITALS,69th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/46226/mi-vs-dc-69th-match-indian-premier-league-2022,2022
"May 22, Sun",SUNRISERS HYDERABAD,PUNJAB KINGS,70th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Punjab Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/46231/srh-vs-pbks-70th-match-indian-premier-league-2022,2022
"May 24, Tue",GUJARAT TITANS,RAJASTHAN ROYALS,Qualifier 1,"Eden Gardens, Kolkata",,02:00 PM,Gujarat Titans won by 7 wkts,https://www.cricbuzz.com/cricket-scores/47584/gt-vs-rr-qualifier-1-indian-premier-league-2022,2022
"May 25, Wed",LUCKNOW SUPER GIANTS,ROYAL CHALLENGERS BENGALURU,Eliminator,"Eden Gardens, Kolkata",,02:00 PM,Royal Challengers Bangalore won by 14 runs,https://www.cricbuzz.com/cricket-scores/47591/lsg-vs-rcb-eliminator-indian-premier-league-2022,2022
"May 27, Fri",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,Qualifier 2,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Rajasthan Royals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/47598/rr-vs-rcb-qualifier-2-indian-premier-league-2022,2022
"May 29, Sun",GUJARAT TITANS,RAJASTHAN ROYALS,Final,"Narendra Modi Stadium, Ahmedabad",,02:30 PM,Gujarat Titans won by 7 wkts,https://www.cricbuzz.com/cricket-scores/47605/gt-vs-rr-final-indian-premier-league-2022,2022
