Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 03, Wed",KOLKATA KNIGHT RIDERS,DELHI CAPITALS,1st Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 6 wkts,https://www.cricbuzz.com/cricket-scores/11866/kkr-vs-dc-1st-match-indian-premier-league-2013,2013
"Apr 04, Thu",ROYAL CHALLENGERS BENGALURU,MUMBAI INDIANS,2nd Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Royal Challengers Bangalore won by 2 runs,https://www.cricbuzz.com/cricket-scores/11867/rcb-vs-mi-2nd-match-indian-premier-league-2013,2013
"Apr 05, Fri",SUNRISERS HYDERABAD,PUNE WARRIORS,3rd Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 22 runs,https://www.cricbuzz.com/cricket-scores/11868/srh-vs-pwi-3rd-match-indian-premier-league-2013,2013
"Apr 06, Sat",DELHI CAPITALS,RAJASTHAN ROYALS,4th Match,"Arun Jaitley Stadium, Delhi",,10:30 AM,Rajasthan Royals won by 5 runs,https://www.cricbuzz.com/cricket-scores/11869/dc-vs-rr-4th-match-indian-premier-league-2013,2013
"Apr 06, Sat",CHENNAI SUPER KINGS,MUMBAI INDIANS,5th Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Mumbai Indians won by 9 runs,https://www.cricbuzz.com/cricket-scores/11870/csk-vs-mi-5th-match-indian-premier-league-2013,2013
"Apr 07, Sun",PUNE WARRIORS,PUNJAB KINGS,6th Match,"Maharashtra Cricket Association Stadium, Pune",,10:30 AM,Kings XI Punjab won by 8 wkts,https://www.cricbuzz.com/cricket-scores/11871/pwi-vs-pbks-6th-match-indian-premier-league-2013,2013
"Apr 07, Sun",SUNRISERS HYDERABAD,ROYAL CHALLENGERS BENGALURU,7th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Match tied - (Hyderabad won the one-over eliminator),https://www.cricbuzz.com/cricket-scores/11872/srh-vs-rcb-7th-match-indian-premier-league-2013,2013
"Apr 08, Mon",RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,8th Match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 19 runs,https://www.cricbuzz.com/cricket-scores/11873/rr-vs-kkr-8th-match-indian-premier-league-2013,2013
"Apr 09, Tue",ROYAL CHALLENGERS BENGALURU,SUNRISERS HYDERABAD,9th Match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 7 wkts,https://www.cricbuzz.com/cricket-scores/11916/rcb-vs-srh-9th-match-indian-premier-league-2013,2013
"Apr 09, Tue",MUMBAI INDIANS,DELHI CAPITALS,10th Match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 44 runs,https://www.cricbuzz.com/cricket-scores/11874/mi-vs-dc-10th-match-indian-premier-league-2013,2013
"Apr 10, Wed",PUNJAB KINGS,CHENNAI SUPER KINGS,11th Match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Chennai Super Kings won by 10 wkts,https://www.cricbuzz.com/cricket-scores/11875/pbks-vs-csk-11th-match-indian-premier-league-2013,2013
"Apr 11, Thu",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,12th Match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 8 wkts,https://www.cricbuzz.com/cricket-scores/11876/rcb-vs-kkr-12th-match-indian-premier-league-2013,2013
"Apr 11, Thu",PUNE WARRIORS,RAJASTHAN ROYALS,13th Match,"Maharashtra Cricket Association Stadium, Pune",,02:30 PM,Pune Warriors won by 7 wkts,https://www.cricbuzz.com/cricket-scores/11877/pwi-vs-rr-13th-match-indian-premier-league-2013,2013
"Apr 12, Fri",DELHI CAPITALS,SUNRISERS HYDERABAD,14th Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Sunrisers Hyderabad won by 3 wkts,https://www.cricbuzz.com/cricket-scores/11878/dc-vs-srh-14th-match-indian-premier-league-2013,2013
"Apr 13, Sat",MUMBAI INDIANS,PUNE WARRIORS,15th Match,"Wankhede Stadium, Mumbai",,10:30 AM,Mumbai Indians won by 41 runs,https://www.cricbuzz.com/cricket-scores/11879/mi-vs-pwi-15th-match-indian-premier-league-2013,2013
"Apr 13, Sat",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,16th Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 4 wkts,https://www.cricbuzz.com/cricket-scores/11880/csk-vs-rcb-16th-match-indian-premier-league-2013,2013
"Apr 14, Sun",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,17th Match,"Eden Gardens, Kolkata",,10:30 AM,Kolkata Knight Riders won by 48 runs,https://www.cricbuzz.com/cricket-scores/11881/kkr-vs-srh-17th-match-indian-premier-league-2013,2013
"Apr 14, Sun",RAJASTHAN ROYALS,PUNJAB KINGS,18th Match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/11882/rr-vs-pbks-18th-match-indian-premier-league-2013,2013
"Apr 15, Mon",CHENNAI SUPER KINGS,PUNE WARRIORS,19th Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Pune Warriors won by 24 runs,https://www.cricbuzz.com/cricket-scores/11883/csk-vs-pwi-19th-match-indian-premier-league-2013,2013
"Apr 16, Tue",PUNJAB KINGS,KOLKATA KNIGHT RIDERS,20th Match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,10:30 AM,Kings XI Punjab won by 4 runs,https://www.cricbuzz.com/cricket-scores/11884/pbks-vs-kkr-20th-match-indian-premier-league-2013,2013
"Apr 16, Tue",ROYAL CHALLENGERS BENGALURU,DELHI CAPITALS,21st Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Match tied (Bangalore won the one-over eliminator),https://www.cricbuzz.com/cricket-scores/11885/rcb-vs-dc-21st-match-indian-premier-league-2013,2013
"Apr 17, Wed",PUNE WARRIORS,SUNRISERS HYDERABAD,22nd Match,"Maharashtra Cricket Association Stadium, Pune",,10:30 AM,Sunrisers Hyderabad won by 11 runs,https://www.cricbuzz.com/cricket-scores/11886/pwi-vs-srh-22nd-match-indian-premier-league-2013,2013
"Apr 17, Wed",RAJASTHAN ROYALS,MUMBAI INDIANS,23rd Match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Rajasthan Royals won by 87 runs,https://www.cricbuzz.com/cricket-scores/11887/rr-vs-mi-23rd-match-indian-premier-league-2013,2013
"Apr 18, Thu",DELHI CAPITALS,CHENNAI SUPER KINGS,24th Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Chennai Super Kings won by 86 runs,https://www.cricbuzz.com/cricket-scores/11888/dc-vs-csk-24th-match-indian-premier-league-2013,2013
"Apr 19, Fri",SUNRISERS HYDERABAD,PUNJAB KINGS,25th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 5 wkts,https://www.cricbuzz.com/cricket-scores/11889/srh-vs-pbks-25th-match-indian-premier-league-2013,2013
"Apr 20, Sat",KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,26th Match,"Eden Gardens, Kolkata",,10:30 AM,Chennai Super Kings won by 4 wkts,https://www.cricbuzz.com/cricket-scores/11890/kkr-vs-csk-26th-match-indian-premier-league-2013,2013
"Apr 20, Sat",ROYAL CHALLENGERS BENGALURU,RAJASTHAN ROYALS,27th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Royal Challengers Bangalore won by 7 wkts,https://www.cricbuzz.com/cricket-scores/11891/rcb-vs-rr-27th-match-indian-premier-league-2013,2013
"Apr 21, Sun",DELHI CAPITALS,MUMBAI INDIANS,28th Match,"Arun Jaitley Stadium, Delhi",,10:30 AM,Delhi Daredevils won by 9 wkts,https://www.cricbuzz.com/cricket-scores/11892/dc-vs-mi-28th-match-indian-premier-league-2013,2013
"Apr 21, Sun",PUNJAB KINGS,PUNE WARRIORS,29th Match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 7 wkts,https://www.cricbuzz.com/cricket-scores/11893/pbks-vs-pwi-29th-match-indian-premier-league-2013,2013
"Apr 22, Mon",CHENNAI SUPER KINGS,RAJASTHAN ROYALS,30th Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/11894/csk-vs-rr-30th-match-indian-premier-league-2013,2013
"Apr 23, Tue",ROYAL CHALLENGERS BENGALURU,PUNE WARRIORS,31st Match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 130 runs,https://www.cricbuzz.com/cricket-scores/11895/rcb-vs-pwi-31st-match-indian-premier-league-2013,2013
"Apr 23, Tue",DELHI CAPITALS,PUNJAB KINGS,32nd Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Kings XI Punjab won by 5 wkts,https://www.cricbuzz.com/cricket-scores/11927/dc-vs-pbks-32nd-match-indian-premier-league-2013,2013
"Apr 24, Wed",KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,33rd Match,"Eden Gardens, Kolkata",,02:30 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/11897/kkr-vs-mi-33rd-match-indian-premier-league-2013,2013
"Apr 25, Thu",CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,34th Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/11898/csk-vs-srh-34th-match-indian-premier-league-2013,2013
"Apr 26, Fri",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,35th Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 6 wkts,https://www.cricbuzz.com/cricket-scores/11899/kkr-vs-pbks-35th-match-indian-premier-league-2013,2013
"Apr 27, Sat",RAJASTHAN ROYALS,SUNRISERS HYDERABAD,36th Match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Rajasthan Royals won by 8 wkts,https://www.cricbuzz.com/cricket-scores/11900/rr-vs-srh-36th-match-indian-premier-league-2013,2013
"Apr 27, Sat",MUMBAI INDIANS,ROYAL CHALLENGERS BENGALURU,37th Match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 58 runs,https://www.cricbuzz.com/cricket-scores/11901/mi-vs-rcb-37th-match-indian-premier-league-2013,2013
"Apr 28, Sun",CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,38th Match,"MA Chidambaram Stadium, Chennai",,10:30 AM,Chennai Super Kings won by 14 runs,https://www.cricbuzz.com/cricket-scores/11902/csk-vs-kkr-38th-match-indian-premier-league-2013,2013
"Apr 28, Sun",DELHI CAPITALS,PUNE WARRIORS,39th Match,"Shaheed Veer Narayan Singh International Stadium, Raipur",,02:30 PM,Delhi Daredevils won by 15 runs,https://www.cricbuzz.com/cricket-scores/11903/dc-vs-pwi-39th-match-indian-premier-league-2013,2013
"Apr 29, Mon",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,40th Match,"Sawai Mansingh Stadium, Jaipur",,10:30 AM,Rajasthan Royals won by 4 wkts,https://www.cricbuzz.com/cricket-scores/11904/rr-vs-rcb-40th-match-indian-premier-league-2013,2013
"Apr 29, Mon",MUMBAI INDIANS,PUNJAB KINGS,41st Match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 4 runs,https://www.cricbuzz.com/cricket-scores/11905/mi-vs-pbks-41st-match-indian-premier-league-2013,2013
"Apr 30, Tue",PUNE WARRIORS,CHENNAI SUPER KINGS,42nd Match,"Maharashtra Cricket Association Stadium, Pune",,02:30 PM,Chennai Super Kings won by 37 runs,https://www.cricbuzz.com/cricket-scores/11906/pwi-vs-csk-42nd-match-indian-premier-league-2013,2013
"May 01, Wed",SUNRISERS HYDERABAD,MUMBAI INDIANS,43rd Match,"Rajiv Gandhi International Stadium, Hyderabad",,10:30 AM,Sunrisers Hyderabad won by 7 wkts,https://www.cricbuzz.com/cricket-scores/11907/srh-vs-mi-43rd-match-indian-premier-league-2013,2013
"May 01, Wed",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,44th Match,"Shaheed Veer Narayan Singh International Stadium, Raipur",,02:30 PM,Delhi Daredevils won by 7 wkts,https://www.cricbuzz.com/cricket-scores/11908/dc-vs-kkr-44th-match-indian-premier-league-2013,2013
"May 02, Thu",CHENNAI SUPER KINGS,PUNJAB KINGS,45th Match,"MA Chidambaram Stadium, Chennai",,10:30 AM,Chennai Super Kings won by 15 runs,https://www.cricbuzz.com/cricket-scores/11909/csk-vs-pbks-45th-match-indian-premier-league-2013,2013
"May 02, Thu",PUNE WARRIORS,ROYAL CHALLENGERS BENGALURU,46th Match,"Maharashtra Cricket Association Stadium, Pune",,02:30 PM,Royal Challengers Bangalore won by 17 runs,https://www.cricbuzz.com/cricket-scores/11910/pwi-vs-rcb-46th-match-indian-premier-league-2013,2013
"May 03, Fri",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,47th Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 8 wkts,https://www.cricbuzz.com/cricket-scores/11911/kkr-vs-rr-47th-match-indian-premier-league-2013,2013
