Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Oct 03, Sat",ROYAL CHALLENGERS BENGALURU,RAJASTHAN ROYALS,15th Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:00 AM,Royal Challengers Bangalore won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30390/rcb-vs-rr-15th-match-indian-premier-league-2020,2020
"Oct 03, Sat",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,16th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Delhi Capitals won by 18 runs,https://www.cricbuzz.com/cricket-scores/30395/dc-vs-kkr-16th-match-indian-premier-league-2020,2020
"Oct 04, Sun",MUMBAI INDIANS,SUNRISERS HYDERABAD,17th Match,"Sharjah Cricket Stadium, Sharjah",,10:00 AM,Mumbai Indians won by 34 runs,https://www.cricbuzz.com/cricket-scores/30399/mi-vs-srh-17th-match-indian-premier-league-2020,2020
"Oct 04, Sun",PUNJAB KINGS,CHENNAI SUPER KINGS,18th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Chennai Super Kings won by 10 wkts,https://www.cricbuzz.com/cricket-scores/30404/pbks-vs-csk-18th-match-indian-premier-league-2020,2020
"Oct 05, Mon",ROYAL CHALLENGERS BENGALURU,DELHI CAPITALS,19th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Delhi Capitals won by 59 runs,https://www.cricbuzz.com/cricket-scores/30409/rcb-vs-dc-19th-match-indian-premier-league-2020,2020
"Oct 06, Tue",MUMBAI INDIANS,RAJASTHAN ROYALS,20th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Mumbai Indians won by 57 runs,https://www.cricbuzz.com/cricket-scores/30414/mi-vs-rr-20th-match-indian-premier-league-2020,2020
"Oct 07, Wed",KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,21st Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Kolkata Knight Riders won by 10 runs,https://www.cricbuzz.com/cricket-scores/30415/kkr-vs-csk-21st-match-indian-premier-league-2020,2020
"Oct 08, Thu",SUNRISERS HYDERABAD,PUNJAB KINGS,22nd Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Sunrisers Hyderabad won by 69 runs,https://www.cricbuzz.com/cricket-scores/30419/srh-vs-pbks-22nd-match-indian-premier-league-2020,2020
"Oct 09, Fri",RAJASTHAN ROYALS,DELHI CAPITALS,23rd Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Delhi Capitals won by 46 runs,https://www.cricbuzz.com/cricket-scores/30420/rr-vs-dc-23rd-match-indian-premier-league-2020,2020
"Oct 10, Sat",PUNJAB KINGS,KOLKATA KNIGHT RIDERS,24th Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:00 AM,Kolkata Knight Riders won by 2 runs,https://www.cricbuzz.com/cricket-scores/30424/pbks-vs-kkr-24th-match-indian-premier-league-2020,2020
"Oct 10, Sat",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,25th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Royal Challengers Bangalore won by 37 runs,https://www.cricbuzz.com/cricket-scores/30429/csk-vs-rcb-25th-match-indian-premier-league-2020,2020
"Oct 11, Sun",SUNRISERS HYDERABAD,RAJASTHAN ROYALS,26th Match,"Dubai International Cricket Stadium, Dubai",,10:00 AM,Rajasthan Royals won by 5 wkts,https://www.cricbuzz.com/cricket-scores/30430/srh-vs-rr-26th-match-indian-premier-league-2020,2020
"Oct 11, Sun",MUMBAI INDIANS,DELHI CAPITALS,27th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/30434/mi-vs-dc-27th-match-indian-premier-league-2020,2020
"Oct 12, Mon",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,28th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Royal Challengers Bangalore won by 82 runs,https://www.cricbuzz.com/cricket-scores/30439/rcb-vs-kkr-28th-match-indian-premier-league-2020,2020
"Oct 13, Tue",SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,29th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Chennai Super Kings won by 20 runs,https://www.cricbuzz.com/cricket-scores/30440/srh-vs-csk-29th-match-indian-premier-league-2020,2020
"Oct 14, Wed",DELHI CAPITALS,RAJASTHAN ROYALS,30th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Delhi Capitals won by 13 runs,https://www.cricbuzz.com/cricket-scores/30445/dc-vs-rr-30th-match-indian-premier-league-2020,2020
"Oct 15, Thu",ROYAL CHALLENGERS BENGALURU,PUNJAB KINGS,31st Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Kings XI Punjab won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30449/rcb-vs-pbks-31st-match-indian-premier-league-2020,2020
"Oct 16, Fri",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,32nd Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Mumbai Indians won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30450/mi-vs-kkr-32nd-match-indian-premier-league-2020,2020
"Oct 17, Sat",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,33rd Match,"Dubai International Cricket Stadium, Dubai",,10:00 AM,Royal Challengers Bangalore won by 7 wkts,https://www.cricbuzz.com/cricket-scores/30454/rr-vs-rcb-33rd-match-indian-premier-league-2020,2020
"Oct 17, Sat",DELHI CAPITALS,CHENNAI SUPER KINGS,34th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Delhi Capitals won by 5 wkts,https://www.cricbuzz.com/cricket-scores/30459/dc-vs-csk-34th-match-indian-premier-league-2020,2020
"Oct 18, Sun",SUNRISERS HYDERABAD,KOLKATA KNIGHT RIDERS,35th Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:00 AM,Match tied (Kolkata Knight Riders won the Super Over),https://www.cricbuzz.com/cricket-scores/30460/srh-vs-kkr-35th-match-indian-premier-league-2020,2020
"Oct 18, Sun",MUMBAI INDIANS,PUNJAB KINGS,36th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Match tied and Super Over tied - (Kings XI Punjab won the 2nd Super Over),https://www.cricbuzz.com/cricket-scores/30464/mi-vs-pbks-36th-match-indian-premier-league-2020,2020
"Oct 19, Mon",CHENNAI SUPER KINGS,RAJASTHAN ROYALS,37th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Rajasthan Royals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/30465/csk-vs-rr-37th-match-indian-premier-league-2020,2020
"Oct 20, Tue",PUNJAB KINGS,DELHI CAPITALS,38th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Kings XI Punjab won by 5 wkts,https://www.cricbuzz.com/cricket-scores/30469/pbks-vs-dc-38th-match-indian-premier-league-2020,2020
"Oct 21, Wed",KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BENGALURU,39th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Royal Challengers Bangalore won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30474/kkr-vs-rcb-39th-match-indian-premier-league-2020,2020
"Oct 22, Thu",RAJASTHAN ROYALS,SUNRISERS HYDERABAD,40th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Sunrisers Hyderabad won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30475/rr-vs-srh-40th-match-indian-premier-league-2020,2020
"Oct 23, Fri",CHENNAI SUPER KINGS,MUMBAI INDIANS,41st Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Mumbai Indians won by 10 wkts,https://www.cricbuzz.com/cricket-scores/30479/csk-vs-mi-41st-match-indian-premier-league-2020,2020
"Oct 24, Sat",KOLKATA KNIGHT RIDERS,DELHI CAPITALS,42nd Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:00 AM,Kolkata Knight Riders won by 59 runs,https://www.cricbuzz.com/cricket-scores/30484/kkr-vs-dc-42nd-match-indian-premier-league-2020,2020
"Oct 24, Sat",PUNJAB KINGS,SUNRISERS HYDERABAD,43rd Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Kings XI Punjab won by 12 runs,https://www.cricbuzz.com/cricket-scores/30489/pbks-vs-srh-43rd-match-indian-premier-league-2020,2020
"Oct 25, Sun",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,44th Match,"Dubai International Cricket Stadium, Dubai",,10:00 AM,Chennai Super Kings won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30494/rcb-vs-csk-44th-match-indian-premier-league-2020,2020
"Oct 25, Sun",RAJASTHAN ROYALS,MUMBAI INDIANS,45th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Rajasthan Royals won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30495/rr-vs-mi-45th-match-indian-premier-league-2020,2020
"Oct 26, Mon",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,46th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Kings XI Punjab won by 8 wkts,https://www.cricbuzz.com/cricket-scores/30500/kkr-vs-pbks-46th-match-indian-premier-league-2020,2020
"Oct 27, Tue",SUNRISERS HYDERABAD,DELHI CAPITALS,47th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Sunrisers Hyderabad won by 88 runs,https://www.cricbuzz.com/cricket-scores/30504/srh-vs-dc-47th-match-indian-premier-league-2020,2020
"Oct 28, Wed",MUMBAI INDIANS,ROYAL CHALLENGERS BENGALURU,48th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/30505/mi-vs-rcb-48th-match-indian-premier-league-2020,2020
"Oct 29, Thu",CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,49th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Chennai Super Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/30510/csk-vs-kkr-49th-match-indian-premier-league-2020,2020
"Oct 30, Fri",PUNJAB KINGS,RAJASTHAN ROYALS,50th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Rajasthan Royals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/30515/pbks-vs-rr-50th-match-indian-premier-league-2020,2020
"Oct 31, Sat",DELHI CAPITALS,MUMBAI INDIANS,51st Match,"Dubai International Cricket Stadium, Dubai",,10:00 AM,Mumbai Indians won by 9 wkts,https://www.cricbuzz.com/cricket-scores/30519/dc-vs-mi-51st-match-indian-premier-league-2020,2020
"Oct 31, Sat",ROYAL CHALLENGERS BENGALURU,SUNRISERS HYDERABAD,52nd Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Sunrisers Hyderabad won by 5 wkts,https://www.cricbuzz.com/cricket-scores/30520/rcb-vs-srh-52nd-match-indian-premier-league-2020,2020
"Nov 01, Sun",CHENNAI SUPER KINGS,PUNJAB KINGS,53rd Match,"Sheikh Zayed Stadium, Abu Dhabi",,10:00 AM,Chennai Super Kings won by 9 wkts,https://www.cricbuzz.com/cricket-scores/30524/csk-vs-pbks-53rd-match-indian-premier-league-2020,2020
"Nov 01, Sun",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,54th Match,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Kolkata Knight Riders won by 60 runs,https://www.cricbuzz.com/cricket-scores/30529/kkr-vs-rr-54th-match-indian-premier-league-2020,2020
"Nov 02, Mon",DELHI CAPITALS,ROYAL CHALLENGERS BENGALURU,55th Match,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Delhi Capitals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/30534/dc-vs-rcb-55th-match-indian-premier-league-2020,2020
"Nov 03, Tue",SUNRISERS HYDERABAD,MUMBAI INDIANS,56th Match,"Sharjah Cricket Stadium, Sharjah",,02:00 PM,Sunrisers Hyderabad won by 10 wkts,https://www.cricbuzz.com/cricket-scores/30539/srh-vs-mi-56th-match-indian-premier-league-2020,2020
"Nov 05, Thu",MUMBAI INDIANS,DELHI CAPITALS,Qualifier 1,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Mumbai Indians won by 57 runs,https://www.cricbuzz.com/cricket-scores/31613/mi-vs-dc-qualifier-1-indian-premier-league-2020,2020
"Nov 06, Fri",SUNRISERS HYDERABAD,ROYAL CHALLENGERS BENGALURU,Eliminator,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Sunrisers Hyderabad won by 6 wkts,https://www.cricbuzz.com/cricket-scores/31617/srh-vs-rcb-eliminator-indian-premier-league-2020,2020
"Nov 08, Sun",DELHI CAPITALS,SUNRISERS HYDERABAD,Qualifier 2,"Sheikh Zayed Stadium, Abu Dhabi",,02:00 PM,Delhi Capitals won by 17 runs,https://www.cricbuzz.com/cricket-scores/31618/dc-vs-srh-qualifier-2-indian-premier-league-2020,2020
"Nov 10, Tue",MUMBAI INDIANS,DELHI CAPITALS,Final,"Dubai International Cricket Stadium, Dubai",,02:00 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/31622/mi-vs-dc-final-indian-premier-league-2020,2020
