Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"May 01, Fri",MUMBAI INDIANS,RAJASTHAN ROYALS,32nd Match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 8 runs,https://www.cricbuzz.com/cricket-scores/14626/mi-vs-rr-32nd-match-indian-premier-league-2015,2015
"May 02, Sat",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,33rd Match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,Royal Challengers Bangalore won by 7 wkts,https://www.cricbuzz.com/cricket-scores/14627/rcb-vs-kkr-33rd-match-indian-premier-league-2015,2015
"May 02, Sat",SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,34th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 22 runs,https://www.cricbuzz.com/cricket-scores/14628/srh-vs-csk-34th-match-indian-premier-league-2015,2015
"May 03, Sun",PUNJAB KINGS,MUMBAI INDIANS,35th Match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,10:30 AM,Mumbai Indians won by 23 runs,https://www.cricbuzz.com/cricket-scores/14629/pbks-vs-mi-35th-match-indian-premier-league-2015,2015
"May 03, Sun",RAJASTHAN ROYALS,DELHI CAPITALS,36th Match,"Brabourne Stadium, Mumbai",,02:30 PM,Rajasthan Royals won by 14 runs,https://www.cricbuzz.com/cricket-scores/14630/rr-vs-dc-36th-match-indian-premier-league-2015,2015
"May 04, Mon",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,37th Match,"MA Chidambaram Stadium, Chennai",,10:30 AM,Chennai Super Kings won by 24 runs,https://www.cricbuzz.com/cricket-scores/14631/csk-vs-rcb-37th-match-indian-premier-league-2015,2015
"May 04, Mon",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,38th Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 35 runs,https://www.cricbuzz.com/cricket-scores/14632/kkr-vs-srh-38th-match-indian-premier-league-2015,2015
"May 05, Tue",MUMBAI INDIANS,DELHI CAPITALS,39th Match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 5 wkts,https://www.cricbuzz.com/cricket-scores/14633/mi-vs-dc-39th-match-indian-premier-league-2015,2015
"May 06, Wed",ROYAL CHALLENGERS BENGALURU,PUNJAB KINGS,40th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Royal Challengers Bangalore won by 138 runs,https://www.cricbuzz.com/cricket-scores/14634/rcb-vs-pbks-40th-match-indian-premier-league-2015,2015
"May 07, Thu",RAJASTHAN ROYALS,SUNRISERS HYDERABAD,41st Match,"Brabourne Stadium, Mumbai",,10:30 AM,Sunrisers Hyderabad won by 7 runs,https://www.cricbuzz.com/cricket-scores/14635/rr-vs-srh-41st-match-indian-premier-league-2015,2015
"May 07, Thu",KOLKATA KNIGHT RIDERS,DELHI CAPITALS,42nd Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 13 runs,https://www.cricbuzz.com/cricket-scores/14622/kkr-vs-dc-42nd-match-indian-premier-league-2015,2015
"May 08, Fri",CHENNAI SUPER KINGS,MUMBAI INDIANS,43rd Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Mumbai Indians won by 6 wkts,https://www.cricbuzz.com/cricket-scores/14636/csk-vs-mi-43rd-match-indian-premier-league-2015,2015
"May 09, Sat",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,44th Match,"Eden Gardens, Kolkata",,10:30 AM,Kolkata Knight Riders won by 1 wkt,https://www.cricbuzz.com/cricket-scores/14637/kkr-vs-pbks-44th-match-indian-premier-league-2015,2015
"May 09, Sat",DELHI CAPITALS,SUNRISERS HYDERABAD,45th Match,"Shaheed Veer Narayan Singh International Stadium, Raipur",,02:30 PM,Sunrisers Hyderabad won by 6 runs,https://www.cricbuzz.com/cricket-scores/14638/dc-vs-srh-45th-match-indian-premier-league-2015,2015
"May 10, Sun",MUMBAI INDIANS,ROYAL CHALLENGERS BENGALURU,46th Match,"Wankhede Stadium, Mumbai",,10:30 AM,Royal Challengers Bangalore won by 39 runs,https://www.cricbuzz.com/cricket-scores/14639/mi-vs-rcb-46th-match-indian-premier-league-2015,2015
"May 10, Sun",CHENNAI SUPER KINGS,RAJASTHAN ROYALS,47th Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 12 runs,https://www.cricbuzz.com/cricket-scores/14640/csk-vs-rr-47th-match-indian-premier-league-2015,2015
"May 11, Mon",SUNRISERS HYDERABAD,PUNJAB KINGS,48th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 5 runs,https://www.cricbuzz.com/cricket-scores/14641/srh-vs-pbks-48th-match-indian-premier-league-2015,2015
"May 12, Tue",DELHI CAPITALS,CHENNAI SUPER KINGS,49th Match,"Shaheed Veer Narayan Singh International Stadium, Raipur",,02:30 PM,Delhi Daredevils won by 6 wkts,https://www.cricbuzz.com/cricket-scores/14642/dc-vs-csk-49th-match-indian-premier-league-2015,2015
"May 13, Wed",PUNJAB KINGS,ROYAL CHALLENGERS BENGALURU,50th Match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,02:30 PM,Kings XI Punjab won by 22 runs,https://www.cricbuzz.com/cricket-scores/14643/pbks-vs-rcb-50th-match-indian-premier-league-2015,2015
"May 14, Thu",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,51st Match,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 5 runs,https://www.cricbuzz.com/cricket-scores/14644/mi-vs-kkr-51st-match-indian-premier-league-2015,2015
"May 15, Fri",SUNRISERS HYDERABAD,ROYAL CHALLENGERS BENGALURU,52nd Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Royal Challengers Bangalore won by 6 wkts (D/L method),https://www.cricbuzz.com/cricket-scores/14645/srh-vs-rcb-52nd-match-indian-premier-league-2015,2015
"May 16, Sat",PUNJAB KINGS,CHENNAI SUPER KINGS,53rd Match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,10:30 AM,Chennai Super Kings won by 7 wkts,https://www.cricbuzz.com/cricket-scores/14646/pbks-vs-csk-53rd-match-indian-premier-league-2015,2015
"May 16, Sat",RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,54th Match,"Brabourne Stadium, Mumbai",,02:30 PM,Rajasthan Royals won by 9 runs,https://www.cricbuzz.com/cricket-scores/14647/rr-vs-kkr-54th-match-indian-premier-league-2015,2015
"May 17, Sun",ROYAL CHALLENGERS BENGALURU,DELHI CAPITALS,55th Match,"M.Chinnaswamy Stadium, Bengaluru",,10:30 AM,No result,https://www.cricbuzz.com/cricket-scores/14648/rcb-vs-dc-55th-match-indian-premier-league-2015,2015
"May 17, Sun",SUNRISERS HYDERABAD,MUMBAI INDIANS,56th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Mumbai Indians won by 9 wkts,https://www.cricbuzz.com/cricket-scores/14649/srh-vs-mi-56th-match-indian-premier-league-2015,2015
"May 19, Tue",CHENNAI SUPER KINGS,MUMBAI INDIANS,Qualifier 1,"Wankhede Stadium, Mumbai",,02:30 PM,Mumbai Indians won by 25 runs,https://www.cricbuzz.com/cricket-scores/14650/csk-vs-mi-qualifier-1-indian-premier-league-2015,2015
"May 20, Wed",ROYAL CHALLENGERS BENGALURU,RAJASTHAN ROYALS,Eliminator,"Maharashtra Cricket Association Stadium, Pune",,02:30 PM,Royal Challengers Bangalore won by 71 runs,https://www.cricbuzz.com/cricket-scores/14651/rcb-vs-rr-eliminator-indian-premier-league-2015,2015
"May 22, Fri",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,Qualifier 2,"JSCA International Stadium Complex, Ranchi",,02:30 PM,Chennai Super Kings won by 3 wkts,https://www.cricbuzz.com/cricket-scores/14652/csk-vs-rcb-qualifier-2-indian-premier-league-2015,2015
"May 24, Sun",MUMBAI INDIANS,CHENNAI SUPER KINGS,Final,"Eden Gardens, Kolkata",,02:30 PM,Mumbai Indians won by 41 runs,https://www.cricbuzz.com/cricket-scores/14653/mi-vs-csk-final-indian-premier-league-2015,2015
