Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Apr 18, Sat",CHENNAI SUPER KINGS,MUMBAI INDIANS,1st match,"Newlands, Cape Town",,10:30 AM,Mumbai Indians won by 19 runs,https://www.cricbuzz.com/cricket-scores/10605/csk-vs-mi-1st-match-indian-premier-league-2009,2009
"Apr 18, Sat",ROYAL CHALLENGERS BENGALURU,RAJASTHAN ROYALS,2nd match,"Newlands, Cape Town",,03:10 PM,Royal Challengers Bangalore won by 75 runs,https://www.cricbuzz.com/cricket-scores/10604/rcb-vs-rr-2nd-match-indian-premier-league-2009,2009
"Apr 19, Sun",DELHI CAPITALS,PUNJAB KINGS,3rd match,"Newlands, Cape Town",,10:30 AM,Delhi Daredevils won by 10 wickets (with 7 balls remaining) (D/L method),https://www.cricbuzz.com/cricket-scores/10603/dc-vs-pbks-3rd-match-indian-premier-league-2009,2009
"Apr 19, Sun",DECCAN CHARGERS,KOLKATA KNIGHT RIDERS,4th match,"Newlands, Cape Town",,04:50 PM,Deccan Chargers won by 8 wickets (with 41 balls remaining),https://www.cricbuzz.com/cricket-scores/10602/dcg-vs-kkr-4th-match-indian-premier-league-2009,2009
"Apr 20, Mon",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,5th match,"St George's Park, Gqeberha",,02:30 PM,Chennai Super Kings won by 92 runs,https://www.cricbuzz.com/cricket-scores/10601/rcb-vs-csk-5th-match-indian-premier-league-2009,2009
"Apr 21, Tue",PUNJAB KINGS,KOLKATA KNIGHT RIDERS,6th match,"Kingsmead, Durban",,10:30 AM,Kolkata Knight Riders won by 11 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10600/pbks-vs-kkr-6th-match-indian-premier-league-2009,2009
"Apr 21, Tue",MUMBAI INDIANS,RAJASTHAN ROYALS,7th match,"Kingsmead, Durban",,02:30 PM,Match abandoned without a ball bowled,https://www.cricbuzz.com/cricket-scores/10599/mi-vs-rr-7th-match-indian-premier-league-2009,2009
"Apr 22, Wed",ROYAL CHALLENGERS BENGALURU,DECCAN CHARGERS,8th match,"Newlands, Cape Town",,02:30 PM,Deccan Chargers won by 24 runs,https://www.cricbuzz.com/cricket-scores/10598/rcb-vs-dcg-8th-match-indian-premier-league-2009,2009
"Apr 23, Thu",CHENNAI SUPER KINGS,DELHI CAPITALS,9th match,"Kingsmead, Durban",,10:30 AM,Delhi Daredevils won by 9 runs,https://www.cricbuzz.com/cricket-scores/10597/csk-vs-dc-9th-match-indian-premier-league-2009,2009
"Apr 23, Thu",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,10th match,"Newlands, Cape Town",,02:45 PM,Match tied (Rajasthan Royals won the one-over eliminator),https://www.cricbuzz.com/cricket-scores/10596/kkr-vs-rr-10th-match-indian-premier-league-2009,2009
